season,week,team,totalDvoa,offDvoa,offRank,defDvoa,defRank,stDvoa,stRank,
2011,1,NE,39.10%,57.00%,2,14.80%,21,-3.10%,19,
2011,1,SF,36.70%,-28.70%,28,-19.60%,7,45.80%,1,
2011,1,PHI,30.40%,28.20%,6,-2.50%,17,-0.30%,16,
2011,1,GB,29.20%,59.60%,1,25.80%,25,-4.50%,21,
2011,1,DET,28.70%,22.60%,8,-14.50%,9,-8.50%,24,
2011,1,WAS,27.30%,24.80%,7,-5.00%,15,-2.50%,18,
2011,1,TEN,25.40%,20.20%,9,-5.70%,14,-0.60%,17,
2011,1,CIN,18.80%,-0.40%,16,-24.40%,5,-5.10%,22,
2011,1,OAK,16.30%,-8.40%,23,-36.10%,2,-11.40%,25,
2011,1,CHI,15.70%,-2.50%,19,-8.30%,11,9.90%,6,
2011,1,SD,15.40%,5.20%,14,-26.00%,4,-15.80%,29,
2011,1,ATL,10.60%,-4.00%,21,-10.70%,10,3.80%,12,
2011,1,NYJ,8.80%,2.60%,15,-3.80%,16,2.40%,14,
2011,1,ARI,2.20%,17.40%,13,29.10%,26,14.00%,5,
2011,1,JAC,-1.90%,-1.50%,18,5.10%,20,4.60%,11,
2011,1,MIN,-6.10%,-23.70%,26,0.90%,18,18.40%,3,
2011,1,NO,-7.10%,39.50%,4,53.90%,31,7.30%,7,
2011,1,DAL,-7.20%,-1.30%,17,-7.20%,12,-13.00%,27,
2011,1,TB,-11.90%,-5.20%,22,22.40%,24,15.60%,4,
2011,1,CLE,-16.30%,-25.20%,27,-6.80%,13,2.10%,15,
2011,1,SEA,-25.60%,-18.50%,25,-22.50%,6,-29.60%,32,
2011,1,DEN,-26.20%,-31.80%,29,1.70%,19,7.20%,8,
2011,1,NYG,-31.90%,-2.90%,20,16.80%,23,-12.20%,26,
2011,1,CAR,-35.50%,18.30%,11,32.50%,28,-21.30%,30,
2011,1,MIA,-43.10%,18.00%,12,54.00%,32,-7.10%,23,
2011,1,STL,-53.10%,-10.80%,24,38.10%,29,-4.20%,20,
2011,1,IND,-84.30%,-39.50%,31,16.40%,22,-28.50%,31,
2011,1,KC,-89.40%,-34.00%,30,40.90%,30,-14.50%,28,
2011,1,PIT,-92.60%,-69.50%,32,29.40%,27,6.30%,10,
2011,2,NE,58.30%,68.60%,1,13.00%,23,2.60%,13,
2011,2,DET,48.40%,13.30%,13,-34.20%,2,0.90%,16,
2011,2,NYJ,45.50%,0.10%,21,-37.60%,1,7.80%,5,
2011,2,HOU,45.10%,24.80%,6,-4.40%,8,15.90%,2,
2011,2,TEN,38.50%,21.20%,7,-22.00%,3,-4.80%,24,
2011,2,BUF,37.70%,47.80%,3,12.40%,21,2.20%,14,
2011,2,GB,37.20%,51.10%,2,11.30%,20,-2.60%,21,
2011,2,BAL,23.90%,-2.50%,22,-20.10%,4,6.30%,8,
2011,2,CIN,22.30%,17.10%,8,-9.40%,5,-4.20%,23,
2011,2,NO,20.10%,25.80%,5,15.50%,26,9.80%,4,
2011,2,SF,19.40%,-17.60%,28,-8.30%,6,28.70%,1,
2011,2,PHI,11.90%,16.40%,9,2.50%,16,-1.90%,18,
2011,2,WAS,11.60%,15.50%,11,1.50%,14,-2.40%,20,
2011,2,NYG,9.70%,11.50%,16,-0.30%,12,-2.10%,19,
2011,2,OAK,9.10%,29.40%,4,13.20%,24,-7.10%,25,
2011,2,MIN,7.00%,12.50%,15,10.80%,18,5.20%,10,
2011,2,ARI,5.90%,13.80%,12,14.20%,25,6.20%,9,
2011,2,ATL,4.70%,3.10%,19,0.20%,13,1.70%,15,
2011,2,DAL,-2.00%,2.40%,20,-8.10%,7,-12.60%,30,
2011,2,CLE,-7.20%,-17.50%,27,-3.20%,9,7.10%,6,
2011,2,PIT,-7.80%,-8.70%,24,2.20%,15,3.10%,12,
2011,2,TB,-10.20%,5.90%,18,30.30%,29,14.20%,3,
2011,2,DEN,-15.60%,-8.00%,23,12.60%,22,4.90%,11,
2011,2,CHI,-24.10%,-25.00%,29,5.90%,17,6.80%,7,
2011,2,IND,-30.40%,-15.90%,26,-0.80%,11,-15.20%,31,
2011,2,CAR,-30.70%,12.70%,14,35.10%,31,-8.30%,26,
2011,2,SD,-31.00%,10.80%,17,32.50%,30,-9.40%,27,
2011,2,MIA,-32.60%,16.20%,10,37.70%,32,-11.10%,28,
2011,2,JAC,-36.00%,-35.80%,31,-1.50%,10,-1.70%,17,
2011,2,STL,-42.20%,-14.20%,25,24.80%,28,-3.30%,22,
2011,2,SEA,-59.30%,-31.30%,30,10.80%,18,-17.20%,32,
2011,2,KC,-83.60%,-47.00%,32,24.60%,27,-12.00%,29,
2011,3,BUF,44.40%,51.50%,1,9.50%,19,2.30%,12,
2011,3,TEN,38.40%,17.10%,8,-26.20%,1,-4.90%,24,
2011,3,BAL,30.10%,7.60%,12,-21.40%,3,1.20%,13,
2011,3,DET,28.40%,7.60%,13,-23.00%,2,-2.20%,20,
2011,3,NE,27.50%,46.40%,2,22.20%,30,3.20%,10,
2011,3,NYG,26.80%,22.10%,7,-5.00%,9,-0.30%,16,
2011,3,NYJ,25.00%,5.40%,16,-10.70%,6,9.00%,5,
2011,3,GB,24.70%,34.70%,4,8.50%,17,-1.50%,18,
2011,3,HOU,24.30%,24.30%,6,10.40%,22,10.40%,3,
2011,3,OAK,18.80%,36.20%,3,11.30%,23,-6.20%,27,
2011,3,CIN,15.00%,2.50%,18,-14.60%,5,-2.20%,19,
2011,3,SF,14.40%,-22.70%,29,-15.60%,4,21.50%,1,
2011,3,NO,11.20%,26.10%,5,19.60%,29,4.70%,9,
2011,3,MIN,8.10%,6.20%,15,7.10%,16,9.00%,4,
2011,3,WAS,7.20%,7.30%,14,-3.10%,12,-3.20%,22,
2011,3,ATL,6.60%,2.20%,20,-4.80%,10,-0.50%,17,
2011,3,PIT,2.70%,-6.70%,22,-6.30%,8,3.10%,11,
2011,3,CLE,-3.90%,-11.50%,24,-2.50%,13,5.10%,7,
2011,3,TB,-4.20%,1.70%,21,17.40%,26,11.60%,2,
2011,3,ARI,-5.40%,2.30%,19,8.80%,18,1.20%,14,
2011,3,DAL,-5.80%,-6.90%,23,-8.10%,7,-6.90%,28,
2011,3,PHI,-8.30%,3.60%,17,11.80%,24,-0.10%,15,
2011,3,SD,-11.90%,11.40%,10,15.20%,25,-8.00%,30,
2011,3,CAR,-13.60%,10.60%,11,18.60%,28,-5.60%,25,
2011,3,DEN,-19.30%,-14.60%,25,9.80%,20,5.10%,8,
2011,3,MIA,-21.20%,12.30%,9,27.80%,31,-5.70%,26,
2011,3,IND,-23.40%,-15.00%,26,-3.70%,11,-12.10%,32,
2011,3,CHI,-27.10%,-22.40%,28,10.00%,21,5.40%,6,
2011,3,SEA,-33.70%,-23.90%,30,-1.30%,15,-11.20%,31,
2011,3,JAC,-36.80%,-34.80%,31,-1.40%,14,-3.40%,23,
2011,3,STL,-49.60%,-18.30%,27,28.90%,32,-2.40%,21,
2011,3,KC,-63.10%,-37.50%,32,18.50%,27,-7.20%,29,
2011,4,BUF,35.40%,39.20%,3,5.60%,14,1.90%,12,
2011,4,TEN,33.40%,26.10%,6,-10.90%,4,-3.60%,25,
2011,4,NE,33.10%,44.80%,1,15.00%,27,3.30%,10,
2011,4,GB,29.70%,39.20%,2,8.30%,18,-1.30%,19,
2011,4,BAL,24.20%,-1.10%,22,-30.10%,1,-4.90%,29,
2011,4,NYG,23.40%,21.40%,8,-2.70%,9,-0.70%,17,
2011,4,HOU,21.50%,26.70%,5,11.10%,21,5.90%,6,
2011,4,NO,20.60%,25.40%,7,6.80%,17,2.00%,11,
2011,4,DET,17.30%,4.40%,15,-14.40%,3,-1.50%,20,
2011,4,NYJ,15.30%,-15.10%,29,-16.50%,2,13.90%,1,
2011,4,SF,14.60%,-3.40%,23,-5.00%,7,13.10%,2,
2011,4,OAK,11.70%,32.80%,4,17.00%,28,-4.10%,28,
2011,4,TB,10.80%,15.50%,10,13.30%,25,8.70%,4,
2011,4,CIN,10.40%,0.70%,19,-9.90%,6,-0.20%,15,
2011,4,WAS,9.60%,-0.40%,21,-10.40%,5,-0.40%,16,
2011,4,ATL,4.90%,6.30%,14,1.20%,10,-0.10%,14,
2011,4,DAL,1.60%,1.70%,17,-3.70%,8,-3.80%,26,
2011,4,MIN,0.50%,3.90%,16,9.60%,20,6.20%,5,
2011,4,PIT,-0.20%,0.80%,18,4.80%,12,3.80%,9,
2011,4,SD,-2.70%,10.50%,12,9.30%,19,-3.90%,27,
2011,4,CLE,-5.60%,-4.60%,24,6.80%,16,5.80%,7,
2011,4,ARI,-11.90%,0.50%,20,13.70%,26,1.30%,13,
2011,4,CHI,-12.90%,-12.30%,27,12.30%,23,11.70%,3,
2011,4,PHI,-13.10%,11.00%,11,21.60%,32,-2.60%,22,
2011,4,DEN,-15.30%,-6.90%,25,13.30%,24,4.90%,8,
2011,4,CAR,-15.80%,16.20%,9,19.20%,30,-12.80%,32,
2011,4,MIA,-16.00%,8.20%,13,21.50%,31,-2.60%,23,
2011,4,SEA,-24.00%,-11.00%,26,6.50%,15,-6.40%,30,
2011,4,IND,-30.00%,-14.40%,28,4.80%,13,-10.70%,31,
2011,4,KC,-36.10%,-23.50%,31,11.60%,22,-1.00%,18,
2011,4,JAC,-38.30%,-31.10%,32,4.20%,11,-3.00%,24,
2011,4,STL,-40.50%,-21.10%,30,17.30%,29,-2.10%,21,
2011,5,BUF,33.40%,34.70%,2,2.40%,13,1.10%,13,
2011,5,SF,30.30%,7.80%,14,-10.00%,2,12.50%,2,
2011,5,GB,27.10%,34.60%,3,7.80%,18,0.30%,18,
2011,5,NE,27.00%,44.10%,1,19.20%,29,2.10%,10,
2011,5,BAL,23.30%,-2.50%,23,-30.60%,1,-4.80%,30,
2011,5,NYJ,19.40%,-3.70%,25,-9.30%,3,13.80%,1,
2011,5,NO,18.30%,26.80%,4,10.70%,22,2.20%,9,
2011,5,TEN,16.50%,18.00%,7,-0.80%,11,-2.30%,24,
2011,5,OAK,15.90%,24.90%,5,9.60%,20,0.50%,15,
2011,5,PIT,15.60%,12.60%,10,-1.00%,10,2.10%,11,
2011,5,MIN,15.20%,7.40%,15,-1.40%,9,6.40%,4,
2011,5,NYG,14.20%,13.20%,9,-1.90%,8,-0.80%,21,
2011,5,DET,13.10%,6.90%,16,-6.90%,6,-0.70%,20,
2011,5,HOU,11.60%,13.20%,8,4.70%,16,3.10%,8,
2011,5,CIN,8.20%,-0.70%,20,-8.60%,4,0.30%,17,
2011,5,WAS,7.10%,-0.80%,21,-8.20%,5,-0.30%,19,
2011,5,DAL,3.80%,2.10%,19,-5.50%,7,-3.80%,29,
2011,5,ATL,2.90%,6.40%,17,3.90%,14,0.40%,16,
2011,5,SD,-3.50%,8.20%,12,9.10%,19,-2.60%,25,
2011,5,TB,-7.50%,6.40%,18,19.70%,30,5.90%,5,
2011,5,PHI,-7.60%,11.00%,11,16.90%,26,-1.70%,22,
2011,5,DEN,-8.50%,-2.30%,22,10.20%,21,4.00%,7,
2011,5,CLE,-9.00%,-7.60%,27,7.20%,17,5.80%,6,
2011,5,CAR,-11.30%,18.30%,6,19.80%,31,-9.80%,32,
2011,5,CHI,-13.60%,-9.10%,28,14.20%,23,9.80%,3,
2011,5,MIA,-16.90%,8.10%,13,22.30%,32,-2.60%,26,
2011,5,SEA,-17.00%,-10.20%,29,4.10%,15,-2.80%,27,
2011,5,KC,-20.00%,-4.50%,26,16.10%,25,0.60%,14,
2011,5,IND,-24.20%,-2.80%,24,14.50%,24,-6.90%,31,
2011,5,ARI,-26.30%,-10.50%,30,17.30%,27,1.50%,12,
2011,5,JAC,-32.10%,-28.90%,32,0.10%,12,-3.10%,28,
2011,5,STL,-40.80%,-20.10%,31,18.70%,28,-2.10%,23,
2011,6,BAL,27.80%,0.10%,20,-29.50%,1,-1.80%,24,
2011,6,SF,27.50%,2.90%,18,-11.20%,3,13.40%,1,
2011,6,GB,25.40%,35.80%,2,9.00%,19,-1.40%,21,
2011,6,NYJ,25.20%,-1.40%,21,-15.30%,2,11.30%,3,
2011,6,BUF,23.90%,31.30%,3,8.10%,17,0.70%,13,
2011,6,NE,21.10%,37.40%,1,17.20%,27,0.80%,12,
2011,6,NYG,18.90%,18.80%,7,-1.60%,8,-1.60%,23,
2011,6,TEN,17.00%,19.10%,6,-0.70%,11,-2.70%,26,
2011,6,OAK,13.60%,21.60%,5,10.60%,21,2.60%,6,
2011,6,PIT,13.00%,11.80%,9,-1.30%,9,-0.10%,17,
2011,6,CIN,12.30%,3.50%,17,-7.10%,6,1.70%,8,
2011,6,ATL,12.00%,10.70%,12,-0.80%,10,0.40%,15,
2011,6,NO,10.40%,22.60%,4,13.60%,24,1.40%,9,
2011,6,DET,9.50%,3.50%,16,-8.90%,4,-2.90%,27,
2011,6,DAL,8.00%,3.90%,15,-7.10%,7,-3.00%,28,
2011,6,HOU,5.50%,9.70%,13,6.40%,15,2.20%,7,
2011,6,PHI,1.80%,11.60%,10,8.80%,18,-1.00%,19,
2011,6,WAS,1.60%,-6.20%,27,-7.20%,5,0.60%,14,
2011,6,TB,0.20%,11.50%,11,16.30%,25,5.00%,4,
2011,6,MIN,-1.50%,2.50%,19,3.40%,14,-0.60%,18,
2011,6,CHI,-2.40%,-3.70%,25,10.70%,22,12.00%,2,
2011,6,SD,-7.50%,6.50%,14,10.90%,23,-3.10%,29,
2011,6,DEN,-8.90%,-3.20%,24,9.20%,20,3.60%,5,
2011,6,CLE,-10.40%,-4.60%,26,7.10%,16,1.30%,10,
2011,6,SEA,-15.20%,-8.70%,29,3.30%,13,-3.10%,30,
2011,6,CAR,-18.70%,12.90%,8,22.80%,32,-8.80%,32,
2011,6,KC,-22.80%,-6.50%,28,16.50%,26,0.30%,16,
2011,6,MIA,-26.80%,-2.40%,23,22.30%,31,-2.10%,25,
2011,6,IND,-26.90%,-1.50%,22,17.70%,28,-7.70%,31,
2011,6,JAC,-27.60%,-26.80%,32,-0.40%,12,-1.10%,20,
2011,6,ARI,-29.00%,-11.50%,30,18.60%,29,1.10%,11,
2011,6,STL,-36.90%,-15.80%,31,19.70%,30,-1.50%,22,
2011,7,GB,30.70%,37.30%,2,7.30%,18,0.70%,14,
2011,7,NYJ,28.60%,3.50%,19,-14.70%,2,10.40%,2,
2011,7,SF,27.50%,4.00%,17,-10.60%,4,12.90%,1,
2011,7,BUF,23.70%,31.80%,3,8.60%,20,0.40%,16,
2011,7,NE,21.90%,38.20%,1,16.80%,28,0.60%,15,
2011,7,BAL,21.50%,-7.00%,24,-30.90%,1,-2.30%,26,
2011,7,NO,20.90%,30.00%,4,10.30%,25,1.20%,11,
2011,7,HOU,20.10%,17.20%,6,-0.40%,11,2.50%,5,
2011,7,DAL,17.20%,8.30%,11,-11.60%,3,-2.70%,28,
2011,7,NYG,15.30%,16.50%,7,-0.50%,10,-1.70%,25,
2011,7,PIT,11.40%,13.10%,8,3.20%,16,1.50%,7,
2011,7,CIN,11.20%,3.70%,18,-6.20%,7,1.30%,9,
2011,7,DET,11.20%,4.70%,15,-10.60%,5,-4.10%,30,
2011,7,ATL,10.90%,6.70%,13,-2.10%,9,2.10%,6,
2011,7,CHI,5.70%,-4.20%,21,0.00%,13,9.80%,3,
2011,7,PHI,0.30%,10.30%,10,8.90%,21,-1.10%,21,
2011,7,TEN,0.00%,12.50%,9,9.90%,23,-2.60%,27,
2011,7,OAK,-0.40%,7.60%,12,9.40%,22,1.40%,8,
2011,7,TB,-3.00%,3.00%,20,10.00%,24,4.00%,4,
2011,7,MIN,-4.30%,4.50%,16,7.90%,19,-0.90%,19,
2011,7,WAS,-4.50%,-7.60%,26,-2.30%,8,0.80%,13,
2011,7,CAR,-7.60%,17.50%,5,18.20%,29,-6.90%,31,
2011,7,KC,-8.80%,-7.40%,25,2.70%,15,1.20%,10,
2011,7,SD,-9.20%,6.40%,14,12.60%,26,-3.00%,29,
2011,7,CLE,-11.90%,-8.90%,29,1.30%,14,-1.70%,23,
2011,7,DEN,-13.10%,-7.60%,27,6.50%,17,1.10%,12,
2011,7,SEA,-19.80%,-18.30%,30,-0.10%,12,-1.70%,24,
2011,7,JAC,-20.70%,-27.80%,32,-7.70%,6,-0.60%,18,
2011,7,MIA,-21.40%,-4.80%,23,15.50%,27,-1.10%,20,
2011,7,ARI,-30.60%,-8.60%,28,22.10%,30,0.10%,17,
2011,7,IND,-37.30%,-4.30%,22,26.20%,32,-6.90%,32,
2011,7,STL,-47.00%,-20.50%,31,25.10%,31,-1.30%,22,
2011,8,GB,29.40%,37.40%,1,8.00%,20,0.00%,13,
2011,8,BUF,26.40%,29.60%,3,2.20%,17,-1.10%,23,
2011,8,NYJ,26.20%,2.60%,20,-14.40%,2,9.20%,3,
2011,8,SF,25.00%,4.00%,18,-11.10%,4,9.90%,2,
2011,8,HOU,21.70%,18.50%,7,-1.00%,11,2.30%,8,
2011,8,BAL,20.50%,-4.00%,23,-29.80%,1,-5.20%,30,
2011,8,NYG,18.70%,19.80%,5,-0.20%,12,-1.30%,25,
2011,8,NE,17.50%,33.80%,2,16.20%,27,-0.20%,15,
2011,8,DET,16.80%,8.90%,11,-11.20%,3,-3.30%,28,
2011,8,ATL,13.40%,7.30%,13,-4.20%,6,1.80%,9,
2011,8,NO,13.00%,24.20%,4,10.40%,26,-0.70%,20,
2011,8,PIT,11.50%,12.90%,9,1.30%,15,-0.10%,14,
2011,8,PHI,11.40%,18.20%,8,5.90%,18,-0.80%,22,
2011,8,CIN,10.80%,4.10%,17,-2.90%,7,3.90%,6,
2011,8,CHI,7.10%,-3.90%,22,-1.00%,10,9.90%,1,
2011,8,DAL,5.80%,5.60%,15,-2.10%,8,-1.80%,26,
2011,8,TEN,3.20%,11.10%,10,7.70%,19,-0.20%,17,
2011,8,OAK,0.40%,8.50%,12,9.40%,23,1.20%,10,
2011,8,TB,-1.30%,4.20%,16,10.10%,25,4.60%,4,
2011,8,MIN,-1.30%,7.20%,14,8.70%,21,0.20%,12,
2011,8,SD,-8.80%,3.20%,19,9.90%,24,-2.10%,27,
2011,8,KC,-9.30%,-10.40%,27,1.60%,16,2.80%,7,
2011,8,CAR,-9.90%,19.20%,6,21.00%,31,-8.10%,31,
2011,8,CLE,-10.80%,-9.20%,26,0.80%,14,-0.80%,21,
2011,8,WAS,-14.50%,-15.30%,30,-1.40%,9,-0.60%,19,
2011,8,SEA,-18.60%,-14.40%,29,0.20%,13,-4.10%,29,
2011,8,MIA,-19.80%,-2.90%,21,16.70%,28,-0.20%,16,
2011,8,DEN,-21.90%,-13.20%,28,9.40%,22,0.70%,11,
2011,8,JAC,-25.20%,-29.00%,32,-4.90%,5,-1.10%,24,
2011,8,ARI,-25.70%,-9.20%,25,20.70%,30,4.30%,5,
2011,8,STL,-38.20%,-20.70%,31,17.10%,29,-0.40%,18,
2011,8,IND,-40.00%,-5.80%,24,25.10%,32,-9.00%,32,
2011,9,NYJ,34.10%,6.30%,17,-19.80%,2,8.10%,3,
2011,9,GB,28.60%,39.30%,1,10.70%,22,0.00%,16,
2011,9,HOU,25.60%,20.30%,5,-3.70%,7,1.70%,9,
2011,9,SF,22.90%,3.30%,21,-8.90%,4,10.70%,1,
2011,9,BAL,21.20%,-0.40%,22,-26.40%,1,-4.70%,30,
2011,9,NYG,19.20%,16.90%,8,-2.40%,9,-0.10%,17,
2011,9,ATL,18.30%,7.60%,13,-8.20%,5,2.60%,6,
2011,9,DET,16.60%,8.70%,12,-11.30%,3,-3.40%,28,
2011,9,NE,16.40%,30.50%,2,13.80%,26,-0.30%,18,
2011,9,BUF,14.10%,22.00%,4,7.20%,16,-0.70%,20,
2011,9,PIT,13.80%,16.10%,9,2.60%,13,0.30%,13,
2011,9,NO,13.10%,25.70%,3,11.50%,23,-1.00%,22,
2011,9,CHI,11.30%,-0.70%,23,-3.10%,8,8.80%,2,
2011,9,PHI,9.30%,18.30%,7,8.50%,18,-0.50%,19,
2011,9,CIN,8.30%,5.60%,19,-0.20%,10,2.50%,7,
2011,9,DAL,8.00%,9.50%,11,0.40%,12,-1.10%,23,
2011,9,TEN,2.90%,12.00%,10,9.60%,21,0.50%,12,
2011,9,MIN,-2.00%,7.00%,15,9.00%,20,0.10%,15,
2011,9,TB,-4.90%,5.20%,20,14.00%,27,3.90%,5,
2011,9,SD,-7.10%,6.50%,16,12.20%,24,-1.50%,25,
2011,9,OAK,-8.90%,7.20%,14,14.40%,28,-1.70%,26,
2011,9,CAR,-9.10%,20.10%,6,21.00%,31,-8.20%,32,
2011,9,MIA,-9.20%,5.60%,18,15.70%,29,0.80%,11,
2011,9,WAS,-13.70%,-13.00%,28,-0.10%,11,-0.80%,21,
2011,9,DEN,-13.80%,-7.80%,24,8.20%,17,2.20%,8,
2011,9,CLE,-19.10%,-15.20%,30,4.20%,14,0.20%,14,
2011,9,SEA,-19.70%,-10.80%,26,5.00%,15,-3.90%,29,
2011,9,KC,-21.40%,-14.20%,29,8.70%,19,1.50%,10,
2011,9,JAC,-22.20%,-28.30%,32,-7.30%,6,-1.20%,24,
2011,9,ARI,-23.70%,-11.30%,27,19.30%,30,6.90%,4,
2011,9,STL,-35.80%,-19.60%,31,13.40%,25,-2.80%,27,
2011,9,IND,-41.40%,-9.60%,25,24.00%,32,-7.80%,31,
2011,10,HOU,32.30%,24.60%,4,-7.50%,6,0.20%,15,
2011,10,GB,31.30%,38.30%,1,9.10%,18,2.10%,9,
2011,10,NYJ,29.40%,6.30%,13,-16.50%,2,6.70%,3,
2011,10,NE,23.00%,33.80%,2,11.60%,23,0.80%,12,
2011,10,SF,21.30%,3.20%,18,-7.50%,7,10.70%,1,
2011,10,BAL,19.70%,2.40%,20,-23.30%,1,-6.00%,30,
2011,10,PIT,19.30%,18.90%,5,0.10%,12,0.60%,13,
2011,10,NYG,19.10%,18.20%,6,-1.40%,11,-0.40%,18,
2011,10,CHI,15.90%,-2.90%,23,-9.00%,5,9.80%,2,
2011,10,DAL,14.40%,12.90%,10,-2.50%,10,-0.90%,19,
2011,10,ATL,13.90%,5.60%,14,-6.90%,8,1.40%,11,
2011,10,NO,13.50%,24.90%,3,10.30%,20,-1.00%,21,
2011,10,TEN,9.10%,11.80%,11,5.40%,16,2.60%,7,
2011,10,DET,8.30%,0.50%,22,-12.80%,4,-5.10%,29,
2011,10,PHI,7.50%,13.70%,9,6.40%,17,0.30%,14,
2011,10,CIN,5.30%,3.70%,17,1.30%,13,2.90%,6,
2011,10,BUF,3.30%,16.30%,7,12.10%,25,-1.00%,20,
2011,10,OAK,-5.80%,7.90%,12,12.10%,26,-1.60%,24,
2011,10,MIA,-8.20%,3.10%,19,10.90%,21,-0.30%,16,
2011,10,MIN,-9.50%,4.80%,15,11.70%,24,-2.70%,28,
2011,10,SD,-10.50%,4.20%,16,12.60%,27,-2.10%,27,
2011,10,DEN,-11.10%,-3.10%,24,10.10%,19,2.10%,8,
2011,10,TB,-11.90%,1.70%,21,17.40%,30,3.80%,5,
2011,10,SEA,-14.70%,-8.30%,25,4.90%,15,-1.40%,22,
2011,10,CAR,-15.10%,15.60%,8,21.00%,31,-9.80%,32,
2011,10,WAS,-15.40%,-16.50%,30,-2.70%,9,-1.60%,25,
2011,10,JAC,-15.90%,-26.90%,32,-12.90%,3,-1.90%,26,
2011,10,CLE,-16.10%,-12.00%,27,3.60%,14,-0.40%,17,
2011,10,ARI,-21.10%,-10.60%,26,14.80%,29,4.30%,4,
2011,10,KC,-23.00%,-13.20%,28,11.20%,22,1.40%,10,
2011,10,STL,-33.80%,-18.20%,31,14.10%,28,-1.50%,23,
2011,10,IND,-44.60%,-15.90%,29,21.60%,32,-7.10%,31,
2011,11,HOU,33.90%,24.80%,3,-8.80%,7,0.30%,16,
2011,11,GB,27.60%,37.90%,1,12.60%,27,2.30%,10,
2011,11,NE,24.10%,31.10%,2,9.40%,22,2.30%,8,
2011,11,SF,23.30%,2.80%,19,-12.30%,3,8.20%,2,
2011,11,NYJ,22.60%,1.70%,21,-16.00%,2,4.90%,3,
2011,11,CHI,19.60%,-0.90%,22,-9.90%,6,10.60%,1,
2011,11,PIT,19.40%,18.10%,5,-0.50%,11,0.80%,13,
2011,11,NYG,18.10%,16.80%,6,-1.00%,10,0.40%,15,
2011,11,BAL,16.10%,2.70%,20,-18.30%,1,-5.00%,29,
2011,11,ATL,15.80%,7.90%,11,-6.50%,8,1.40%,11,
2011,11,NO,14.50%,24.80%,4,9.60%,23,-0.70%,21,
2011,11,DAL,11.80%,13.20%,8,-0.30%,12,-1.70%,25,
2011,11,DET,10.90%,5.10%,17,-12.10%,4,-6.30%,30,
2011,11,PHI,10.80%,12.40%,9,2.80%,14,1.30%,12,
2011,11,TEN,7.50%,10.40%,10,5.50%,17,2.70%,7,
2011,11,CIN,6.60%,7.30%,13,3.60%,16,2.90%,6,
2011,11,MIA,0.00%,3.10%,18,3.10%,15,0.00%,18,
2011,11,OAK,-1.30%,6.60%,14,6.90%,20,-1.00%,22,
2011,11,DEN,-6.10%,-2.20%,23,6.30%,18,2.30%,9,
2011,11,BUF,-6.10%,7.30%,12,11.60%,26,-1.80%,26,
2011,11,TB,-6.70%,6.30%,15,16.30%,30,3.30%,5,
2011,11,WAS,-11.50%,-13.90%,27,-2.30%,9,0.10%,17,
2011,11,SD,-11.70%,6.00%,16,15.40%,29,-2.40%,27,
2011,11,SEA,-13.90%,-13.10%,26,0.40%,13,-0.40%,19,
2011,11,CLE,-14.60%,-7.30%,25,6.80%,19,-0.50%,20,
2011,11,JAC,-15.10%,-23.60%,32,-10.00%,5,-1.50%,23,
2011,11,MIN,-16.00%,-3.50%,24,9.20%,21,-3.30%,28,
2011,11,CAR,-17.00%,15.00%,7,25.10%,32,-6.90%,31,
2011,11,ARI,-24.20%,-14.40%,28,13.70%,28,3.90%,4,
2011,11,KC,-26.60%,-16.60%,30,10.60%,24,0.60%,14,
2011,11,STL,-36.00%,-23.40%,31,11.00%,25,-1.50%,24,
2011,11,IND,-43.70%,-16.40%,29,20.30%,31,-7.00%,32,
2011,12,HOU,35.10%,23.80%,4,-8.90%,7,2.40%,9,
2011,12,GB,27.10%,37.60%,1,12.30%,26,1.90%,10,
2011,12,NE,25.20%,33.50%,2,10.90%,23,2.60%,8,
2011,12,NYJ,22.60%,4.40%,18,-13.60%,3,4.60%,3,
2011,12,BAL,21.30%,6.30%,15,-19.40%,1,-4.30%,29,
2011,12,PIT,20.70%,17.40%,5,-2.00%,9,1.30%,13,
2011,12,NO,19.60%,31.20%,3,11.20%,25,-0.40%,21,
2011,12,SF,19.40%,1.20%,20,-9.70%,6,8.60%,2,
2011,12,CHI,19.30%,-2.60%,22,-10.80%,5,11.10%,1,
2011,12,ATL,17.30%,10.30%,10,-6.90%,8,0.00%,16,
2011,12,DET,9.60%,5.10%,17,-10.80%,4,-6.40%,31,
2011,12,TEN,8.90%,7.40%,13,2.70%,12,4.20%,4,
2011,12,DAL,8.40%,10.60%,9,0.60%,11,-1.60%,25,
2011,12,NYG,7.10%,13.30%,7,6.20%,18,0.00%,18,
2011,12,CIN,6.80%,7.60%,12,3.60%,15,2.80%,7,
2011,12,PHI,5.30%,11.00%,8,7.00%,19,1.30%,12,
2011,12,OAK,1.80%,7.10%,14,5.30%,16,0.00%,17,
2011,12,MIA,-2.70%,0.50%,21,2.80%,14,-0.40%,20,
2011,12,BUF,-4.00%,10.00%,11,12.90%,28,-1.00%,22,
2011,12,DEN,-5.60%,-2.80%,24,6.10%,17,3.20%,6,
2011,12,TB,-6.70%,3.10%,19,11.00%,24,1.20%,14,
2011,12,SD,-11.30%,6.10%,16,14.30%,30,-3.10%,27,
2011,12,JAC,-11.70%,-22.20%,31,-14.10%,2,-3.50%,28,
2011,12,CAR,-12.00%,15.40%,6,21.70%,32,-5.80%,30,
