season,week,team,totalDvoa,offDvoa,offRank,defDvoa,defRank,stDvoa,stRank,
2010,9,HOU,2.00%,28.50%,2,25.40%,31,-1.00%,22,
2010,9,SF,-4.20%,-7.20%,26,-3.30%,10,-0.30%,16,
2010,9,CIN,-4.70%,4.30%,15,4.90%,22,-4.10%,27,
2010,9,DET,-5.40%,-4.40%,23,5.20%,23,4.20%,8,
2010,9,OAK,-6.00%,-8.10%,27,-2.00%,13,0.10%,14,
2010,9,MIN,-8.30%,-5.90%,25,2.30%,19,-0.10%,15,
2010,9,WAS,-9.50%,-5.10%,24,4.00%,21,-0.40%,18,
2010,9,TB,-9.90%,-1.10%,19,9.70%,25,0.90%,13,
2010,9,JAC,-13.60%,-1.20%,20,19.70%,29,7.30%,2,
2010,9,STL,-18.00%,-14.10%,28,0.50%,14,-3.50%,26,
2010,9,CHI,-19.90%,-29.20%,30,-3.50%,9,5.80%,3,
2010,9,DAL,-23.40%,-4.10%,22,18.30%,28,-1.00%,21,
2010,9,DEN,-24.70%,4.30%,14,24.40%,30,-4.70%,30,
2010,9,SEA,-25.40%,-22.10%,29,10.80%,26,7.50%,1,
2010,9,BUF,-28.70%,-2.60%,21,29.20%,32,3.10%,10,
2010,9,ARI,-35.50%,-32.10%,31,7.60%,24,4.30%,7,
2010,9,CAR,-42.90%,-44.70%,32,-3.30%,11,-1.40%,23,
2010,10,PHI,34.40%,33.30%,2,-2.80%,8,-1.60%,25,
2010,10,TEN,26.60%,7.10%,14,-14.80%,1,4.80%,4,
2010,10,PIT,24.80%,10.10%,12,-13.10%,3,1.60%,12,
2010,10,NE,23.60%,37.40%,1,16.50%,28,2.70%,10,
2010,10,GB,22.90%,16.20%,7,-10.90%,5,-4.30%,30,
2010,10,NYG,21.40%,13.90%,10,-13.70%,2,-6.20%,31,
2010,10,SD,17.20%,21.40%,4,-11.30%,4,-15.50%,32,
2010,10,BAL,16.50%,13.50%,11,-0.50%,13,2.40%,11,
2010,10,IND,16.00%,18.20%,5,-1.90%,11,-4.00%,29,
2010,10,ATL,13.00%,16.50%,6,3.40%,18,0.00%,18,
2010,10,MIA,12.70%,14.20%,9,1.30%,15,-0.30%,20,
2010,10,NYJ,11.90%,6.40%,16,-2.80%,9,2.80%,9,
2010,10,NO,7.80%,4.00%,19,-4.90%,7,-1.00%,21,
2010,10,CLE,7.30%,6.10%,17,3.20%,17,4.30%,5,
2010,10,KC,6.40%,7.90%,13,0.00%,14,-1.50%,23,
2010,10,HOU,-1.00%,30.00%,3,31.00%,32,0.00%,17,
2010,10,SF,-1.50%,-3.20%,23,-1.70%,12,0.10%,16,
2010,10,CIN,-3.80%,0.40%,21,1.40%,16,-2.80%,27,
2010,10,OAK,-6.10%,-8.70%,27,-2.40%,10,0.20%,14,
2010,10,TB,-7.90%,4.80%,18,12.60%,26,-0.20%,19,
2010,10,DET,-8.90%,-8.60%,26,3.80%,19,3.40%,7,
2010,10,JAC,-9.30%,6.60%,15,21.40%,29,5.50%,3,
2010,10,DEN,-11.80%,14.20%,8,22.30%,30,-3.80%,28,
2010,10,CHI,-12.40%,-26.00%,30,-7.20%,6,6.40%,2,
2010,10,WAS,-13.90%,-5.50%,24,9.60%,23,1.20%,13,
2010,10,MIN,-14.60%,-8.10%,25,4.90%,21,-1.60%,24,
2010,10,DAL,-17.20%,0.80%,20,16.30%,27,-1.70%,26,
2010,10,STL,-18.50%,-13.00%,28,4.10%,20,-1.30%,22,
2010,10,SEA,-22.10%,-17.30%,29,11.80%,25,7.00%,1,
2010,10,BUF,-23.90%,-2.90%,22,23.80%,31,2.80%,8,
2010,10,ARI,-38.90%,-32.50%,31,10.00%,24,3.60%,6,
2010,10,CAR,-46.10%,-41.40%,32,5.00%,22,0.20%,15,
2010,11,PHI,35.10%,30.20%,2,-6.90%,7,-2.00%,25,
2010,11,PIT,34.20%,14.00%,8,-17.50%,1,2.70%,10,
2010,11,NE,26.90%,40.70%,1,16.80%,27,3.00%,9,
2010,11,GB,25.90%,18.30%,6,-10.90%,4,-3.40%,28,
2010,11,TEN,24.20%,7.70%,16,-10.10%,5,6.40%,2,
2010,11,NYG,19.00%,10.20%,12,-14.30%,2,-5.50%,31,
2010,11,BAL,18.40%,12.50%,10,-2.50%,9,3.30%,7,
2010,11,SD,15.80%,19.30%,4,-11.20%,3,-14.70%,32,
2010,11,ATL,14.60%,18.10%,7,4.90%,19,1.40%,13,
2010,11,NYJ,13.60%,6.20%,17,-3.30%,8,4.10%,5,
2010,11,IND,12.00%,18.60%,5,2.30%,14,-4.30%,30,
2010,11,MIA,11.60%,12.50%,9,0.90%,13,0.00%,17,
2010,11,CLE,8.60%,4.20%,18,-1.30%,10,3.20%,8,
2010,11,NO,8.20%,9.20%,14,-1.30%,11,-2.30%,26,
2010,11,KC,3.30%,9.60%,13,6.00%,21,-0.40%,18,
2010,11,TB,-0.30%,7.80%,15,7.10%,23,-1.00%,22,
2010,11,HOU,-1.50%,29.00%,3,29.70%,32,-0.80%,20,
2010,11,CIN,-7.10%,-0.50%,23,3.60%,18,-2.90%,27,
2010,11,CHI,-8.10%,-23.80%,30,-9.30%,6,6.40%,3,
2010,11,DET,-8.60%,-6.30%,24,3.20%,16,0.90%,14,
2010,11,SF,-8.70%,-9.10%,25,-0.10%,12,0.30%,16,
2010,11,JAC,-10.40%,4.10%,19,19.50%,29,5.10%,4,
2010,11,WAS,-10.80%,-0.40%,22,9.40%,24,-1.00%,21,
2010,11,DEN,-15.00%,11.60%,11,23.10%,31,-3.50%,29,
2010,11,DAL,-15.10%,0.50%,20,17.00%,28,1.40%,12,
2010,11,MIN,-17.20%,-9.40%,26,6.10%,22,-1.70%,24,
2010,11,OAK,-17.80%,-14.90%,29,2.40%,15,-0.60%,19,
2010,11,STL,-18.00%,-11.40%,27,5.50%,20,-1.10%,23,
2010,11,BUF,-18.40%,0.30%,21,20.20%,30,1.50%,11,
2010,11,SEA,-22.50%,-13.80%,28,15.60%,26,7.00%,1,
2010,11,ARI,-35.90%,-28.60%,31,10.70%,25,3.40%,6,
2010,11,CAR,-45.40%,-42.50%,32,3.20%,17,0.40%,15,
2010,12,PIT,33.40%,13.50%,10,-16.70%,1,3.20%,8,
2010,12,NE,30.60%,45.20%,1,17.00%,27,2.40%,11,
2010,12,PHI,27.30%,28.00%,3,-0.20%,11,-0.90%,22,
2010,12,GB,22.40%,15.70%,6,-10.10%,4,-3.50%,27,
2010,12,NYG,20.60%,12.20%,13,-12.90%,3,-4.50%,29,
2010,12,SD,20.50%,19.10%,4,-13.80%,2,-12.40%,32,
2010,12,BAL,19.70%,12.20%,12,-4.10%,8,3.30%,6,
2010,12,NYJ,19.00%,7.20%,16,-6.80%,7,4.90%,4,
2010,12,ATL,15.80%,16.90%,5,3.50%,18,2.40%,10,
2010,12,TEN,13.60%,-2.60%,22,-9.90%,5,6.30%,2,
2010,12,NO,11.60%,11.60%,14,-1.50%,9,-1.50%,24,
2010,12,MIA,10.70%,12.70%,11,1.30%,13,-0.70%,21,
2010,12,KC,8.40%,15.60%,7,4.50%,20,-2.60%,26,
2010,12,IND,7.40%,14.90%,9,2.60%,16,-5.00%,30,
2010,12,CLE,6.70%,3.50%,18,0.00%,12,3.20%,7,
2010,12,HOU,4.40%,29.00%,2,24.20%,32,-0.40%,20,
2010,12,TB,0.40%,7.60%,15,7.10%,21,-0.20%,19,
2010,12,CHI,-2.50%,-18.10%,30,-9.60%,6,6.00%,3,
2010,12,SF,-6.80%,-7.10%,26,-0.50%,10,-0.10%,18,
2010,12,CIN,-11.30%,-2.30%,21,3.60%,19,-5.40%,31,
2010,12,JAC,-11.50%,5.00%,17,21.30%,30,4.80%,5,
2010,12,DEN,-11.70%,15.20%,8,23.40%,31,-3.60%,28,
2010,12,MIN,-11.80%,-6.50%,25,3.30%,17,-2.00%,25,
2010,12,DET,-12.40%,-6.30%,24,7.30%,22,1.20%,14,
2010,12,BUF,-13.30%,1.30%,19,16.90%,26,2.30%,13,
2010,12,WAS,-14.30%,-3.60%,23,10.90%,24,0.20%,16,
2010,12,OAK,-17.20%,-14.90%,29,2.30%,15,0.10%,17,
2010,12,DAL,-17.50%,-1.00%,20,18.80%,29,2.40%,12,
2010,12,STL,-19.80%,-9.30%,27,9.40%,23,-1.20%,23,
2010,12,SEA,-26.10%,-14.20%,28,18.80%,28,6.90%,1,
2010,12,CAR,-39.10%,-37.90%,32,1.90%,14,0.70%,15,
2010,12,ARI,-39.50%,-28.90%,31,13.40%,25,2.90%,9,
2010,13,NE,35.90%,48.20%,1,14.40%,26,2.10%,10,
2010,13,PIT,32.50%,11.80%,13,-17.30%,1,3.40%,6,
2010,13,PHI,26.40%,27.30%,3,1.10%,13,0.10%,18,
2010,13,GB,24.50%,18.30%,5,-9.80%,3,-3.60%,28,
2010,13,NYG,22.20%,12.50%,11,-13.70%,2,-4.00%,30,
2010,13,BAL,21.10%,12.20%,12,-5.70%,7,3.30%,8,
2010,13,ATL,18.00%,16.10%,6,2.10%,16,4.10%,5,
2010,13,SD,16.40%,19.70%,4,-8.70%,4,-11.90%,32,
2010,13,NO,11.70%,14.60%,7,0.60%,11,-2.30%,26,
2010,13,NYJ,11.10%,3.10%,18,-3.80%,8,4.20%,4,
2010,13,MIA,9.30%,10.50%,14,1.10%,12,-0.10%,19,
2010,13,CLE,8.40%,3.50%,17,-2.40%,9,2.50%,9,
2010,13,KC,8.10%,13.90%,8,3.60%,19,-2.10%,25,
2010,13,TEN,7.90%,-4.70%,23,-6.40%,6,6.10%,2,
2010,13,IND,6.90%,13.80%,9,2.40%,17,-4.50%,31,
2010,13,HOU,3.60%,29.60%,2,25.30%,32,-0.70%,22,
2010,13,TB,0.00%,7.50%,16,5.90%,20,-1.60%,24,
2010,13,CHI,-0.20%,-13.80%,30,-7.90%,5,5.70%,3,
2010,13,JAC,-7.10%,9.50%,15,19.90%,30,3.30%,7,
2010,13,SF,-8.10%,-6.70%,25,1.20%,14,-0.20%,20,
2010,13,MIN,-9.70%,-8.70%,26,-0.10%,10,-1.10%,23,
2010,13,CIN,-10.70%,-0.20%,19,6.90%,21,-3.60%,29,
2010,13,OAK,-11.40%,-9.70%,27,2.10%,15,0.40%,16,
2010,13,DEN,-11.50%,13.00%,10,21.90%,31,-2.60%,27,
2010,13,DET,-13.10%,-3.80%,22,11.10%,23,1.90%,12,
2010,13,DAL,-15.90%,-0.30%,20,16.60%,28,1.00%,14,
2010,13,STL,-17.20%,-10.50%,28,7.20%,22,0.40%,15,
2010,13,BUF,-17.90%,-3.60%,21,15.30%,27,1.10%,13,
2010,13,WAS,-18.00%,-5.20%,24,12.10%,25,-0.70%,21,
2010,13,SEA,-23.90%,-11.60%,29,19.00%,29,6.60%,1,
2010,13,CAR,-38.30%,-35.80%,32,2.60%,18,0.20%,17,
2010,13,ARI,-40.60%,-30.80%,31,11.80%,24,2.00%,11,
2010,14,NE,38.30%,48.70%,1,12.10%,27,1.70%,11,
2010,14,PIT,35.20%,12.90%,9,-19.10%,1,3.20%,8,
2010,14,PHI,25.10%,24.20%,3,0.50%,14,1.40%,13,
2010,14,NYG,22.80%,12.30%,10,-15.40%,2,-4.90%,31,
2010,14,BAL,22.00%,10.00%,13,-6.50%,6,5.50%,2,
2010,14,SD,21.60%,19.80%,4,-12.00%,3,-10.20%,32,
2010,14,GB,19.60%,13.50%,8,-9.00%,4,-2.90%,28,
2010,14,ATL,17.80%,16.90%,5,3.20%,16,4.10%,7,
2010,14,NO,15.10%,14.70%,7,-2.80%,10,-2.40%,26,
2010,14,TEN,10.70%,1.00%,17,-4.60%,8,5.10%,3,
2010,14,NYJ,10.40%,-0.10%,18,-6.10%,7,4.40%,6,
2010,14,MIA,10.20%,6.10%,15,-3.40%,9,0.60%,19,
2010,14,IND,5.00%,15.20%,6,6.40%,19,-3.90%,30,
2010,14,KC,3.90%,11.80%,11,5.60%,18,-2.30%,25,
2010,14,HOU,2.90%,26.90%,2,21.40%,30,-2.60%,27,
2010,14,CLE,1.90%,-2.00%,21,-1.30%,11,2.60%,9,
2010,14,TB,-0.80%,7.50%,14,7.20%,23,-1.20%,21,
2010,14,CHI,-4.60%,-16.50%,30,-6.80%,5,5.10%,4,
2010,14,JAC,-6.30%,11.40%,12,22.30%,31,4.60%,5,
2010,14,DET,-8.30%,-3.30%,23,6.50%,20,1.50%,12,
2010,14,SF,-9.10%,-6.80%,26,0.50%,13,-1.80%,22,
2010,14,MIN,-10.20%,-10.40%,27,0.40%,12,0.60%,18,
2010,14,OAK,-10.30%,-5.60%,25,3.90%,17,-0.80%,20,
2010,14,CIN,-11.40%,-1.10%,20,7.10%,22,-3.10%,29,
2010,14,BUF,-13.40%,-2.50%,22,11.60%,25,0.70%,15,
2010,14,DAL,-13.50%,-0.20%,19,14.20%,28,0.90%,14,
2010,14,WAS,-18.70%,-4.70%,24,12.10%,26,-1.80%,23,
2010,14,STL,-19.00%,-13.00%,28,6.60%,21,0.60%,17,
2010,14,DEN,-19.30%,5.30%,16,22.40%,32,-2.30%,24,
2010,14,SEA,-24.80%,-13.10%,29,19.10%,29,7.50%,1,
2010,14,ARI,-34.80%,-29.80%,31,7.40%,24,2.40%,10,
2010,14,CAR,-36.10%,-34.00%,32,2.80%,15,0.70%,16,
2010,15,NE,40.90%,48.30%,1,9.50%,24,2.10%,9,
2010,15,PIT,32.70%,14.80%,6,-16.70%,1,1.20%,14,
2010,15,PHI,27.00%,26.40%,2,1.00%,11,1.60%,11,
2010,15,SD,24.00%,21.50%,4,-11.80%,3,-9.30%,32,
2010,15,BAL,23.80%,10.40%,13,-7.20%,6,6.10%,4,
2010,15,NYG,22.00%,13.70%,8,-13.40%,2,-5.10%,31,
2010,15,GB,17.80%,11.50%,10,-9.30%,5,-3.00%,29,
2010,15,ATL,15.70%,13.00%,9,2.30%,15,5.10%,6,
2010,15,NYJ,13.80%,2.60%,17,-5.00%,8,6.20%,3,
2010,15,NO,13.30%,14.10%,7,-1.20%,10,-2.00%,24,
2010,15,TEN,12.40%,0.90%,20,-6.60%,7,4.90%,7,
2010,15,MIA,8.20%,5.80%,15,-3.30%,9,-0.90%,19,
2010,15,KC,3.90%,11.00%,11,5.10%,18,-2.00%,23,
2010,15,IND,3.60%,15.20%,5,6.60%,20,-5.00%,30,
2010,15,HOU,1.80%,25.00%,3,20.50%,30,-2.70%,28,
2010,15,CHI,1.70%,-14.50%,30,-9.40%,4,6.90%,1,
2010,15,CLE,0.10%,0.00%,22,1.90%,14,2.00%,10,
2010,15,TB,-3.80%,8.30%,14,11.10%,26,-1.00%,20,
2010,15,JAC,-4.40%,11.00%,12,21.40%,31,6.00%,5,
2010,15,DET,-5.70%,0.70%,21,7.80%,21,1.40%,13,
2010,15,OAK,-8.20%,-4.70%,24,3.80%,17,0.20%,18,
2010,15,CIN,-9.10%,1.90%,18,8.80%,23,-2.30%,26,
2010,15,DAL,-10.90%,1.20%,19,13.60%,28,1.50%,12,
2010,15,SF,-11.10%,-6.40%,26,2.80%,16,-1.90%,22,
2010,15,BUF,-12.30%,-1.90%,23,11.00%,25,0.60%,17,
2010,15,MIN,-16.60%,-13.70%,27,1.10%,12,-1.80%,21,
2010,15,DEN,-19.40%,4.80%,16,21.80%,32,-2.30%,27,
2010,15,STL,-19.50%,-14.40%,29,6.20%,19,1.10%,15,
2010,15,WAS,-20.30%,-5.20%,25,12.90%,27,-2.20%,25,
2010,15,SEA,-22.50%,-14.30%,28,15.00%,29,6.70%,2,
2010,15,CAR,-32.40%,-32.20%,32,1.20%,13,1.00%,16,
2010,15,ARI,-36.50%,-30.50%,31,8.30%,22,2.30%,8,
2010,16,NE,42.50%,46.00%,1,6.20%,20,2.70%,10,
2010,16,PIT,33.50%,15.60%,7,-17.00%,1,0.90%,15,
2010,16,BAL,24.30%,11.20%,12,-7.50%,4,5.70%,3,
2010,16,PHI,24.20%,25.70%,2,2.80%,15,1.30%,14,
2010,16,GB,23.80%,16.50%,5,-10.00%,2,-2.70%,29,
2010,16,SD,19.40%,20.60%,4,-7.50%,5,-8.60%,32,
2010,16,ATL,16.20%,12.00%,10,0.30%,12,4.50%,7,
2010,16,NYG,15.90%,12.20%,9,-8.50%,3,-4.70%,30,
2010,16,NO,14.30%,12.90%,8,-2.50%,10,-1.10%,20,
2010,16,NYJ,13.20%,5.50%,17,-2.60%,9,5.10%,4,
2010,16,TEN,8.50%,-1.10%,22,-5.00%,7,4.60%,6,
2010,16,MIA,8.10%,6.10%,15,-3.20%,8,-1.20%,21,
2010,16,KC,3.90%,11.00%,13,5.10%,17,-1.90%,26,
2010,16,IND,2.80%,16.10%,6,7.70%,24,-5.60%,31,
2010,16,CHI,2.80%,-11.40%,28,-6.80%,6,7.30%,1,
2010,16,CLE,2.30%,1.60%,20,1.70%,13,2.40%,11,
2010,16,TB,0.90%,11.80%,11,9.90%,26,-1.10%,19,
2010,16,HOU,0.60%,23.60%,3,21.60%,31,-1.40%,24,
2010,16,DET,-2.70%,2.50%,19,7.40%,23,2.20%,12,
2010,16,CIN,-2.90%,5.80%,16,6.20%,21,-2.40%,28,
2010,16,JAC,-6.30%,7.90%,14,19.20%,30,4.90%,5,
2010,16,OAK,-7.60%,-4.70%,24,5.60%,18,2.70%,9,
2010,16,MIN,-12.40%,-10.90%,27,0.10%,11,-1.40%,23,
2010,16,DAL,-13.60%,-0.10%,21,15.00%,28,1.60%,13,
2010,16,BUF,-13.70%,-4.10%,23,9.60%,25,0.00%,18,
2010,16,SF,-14.50%,-9.30%,26,3.90%,16,-1.30%,22,
2010,16,STL,-18.40%,-13.00%,29,6.10%,19,0.70%,17,
2010,16,DEN,-19.20%,4.60%,18,21.70%,32,-2.10%,27,
2010,16,WAS,-20.20%,-8.50%,25,10.00%,27,-1.70%,25,
2010,16,SEA,-27.70%,-15.90%,30,17.60%,29,5.80%,2,
2010,16,ARI,-32.00%,-28.20%,31,7.10%,22,3.30%,8,
2010,16,CAR,-33.50%,-32.00%,32,2.20%,14,0.80%,16,
2010,17,NE,44.70%,46.10%,1,5.50%,19,4.10%,8,
2010,17,PIT,37.30%,17.90%,5,-18.50%,1,0.90%,16,
2010,17,GB,23.30%,14.70%,7,-10.80%,2,-2.20%,27,
2010,17,BAL,23.00%,9.40%,12,-7.90%,4,5.60%,4,
2010,17,PHI,22.00%,21.30%,3,1.40%,14,2.10%,13,
2010,17,NYJ,18.70%,5.60%,16,-7.80%,6,5.30%,5,
2010,17,SD,17.60%,19.30%,4,-6.40%,7,-8.10%,32,
2010,17,ATL,15.90%,10.90%,10,1.30%,12,6.30%,2,
2010,17,NYG,14.50%,11.40%,9,-8.10%,3,-5.00%,30,
2010,17,NO,11.00%,9.70%,11,-2.60%,9,-1.30%,22,
2010,17,TEN,8.00%,-0.70%,20,-4.10%,8,4.60%,6,
2010,17,TB,4.20%,11.50%,8,6.90%,23,-0.40%,18,
2010,17,HOU,4.00%,26.00%,2,20.90%,31,-1.20%,21,
2010,17,MIA,3.80%,4.60%,18,-1.90%,10,-2.70%,29,
2010,17,IND,3.00%,16.60%,6,8.20%,24,-5.30%,31,
2010,17,CHI,3.00%,-12.00%,28,-7.80%,5,7.20%,1,
2010,17,KC,0.10%,7.80%,13,6.10%,21,-1.60%,25,
2010,17,DET,-1.40%,2.90%,19,6.60%,22,2.30%,11,
2010,17,CIN,-2.40%,5.00%,17,4.70%,18,-2.60%,28,
2010,17,CLE,-3.30%,-1.40%,22,4.10%,17,2.20%,12,
2010,17,OAK,-3.60%,-4.50%,23,1.50%,15,2.40%,10,
2010,17,JAC,-8.90%,7.70%,14,21.20%,32,4.50%,7,
2010,17,DAL,-9.80%,-0.80%,21,10.00%,27,0.90%,15,
2010,17,SF,-10.00%,-7.30%,24,1.40%,13,-1.30%,23,
2010,17,MIN,-13.60%,-11.80%,27,0.90%,11,-1.00%,20,
2010,17,DEN,-15.00%,6.20%,15,19.60%,30,-1.60%,24,
2010,17,WAS,-18.30%,-7.50%,25,9.20%,26,-1.70%,26,
2010,17,BUF,-19.40%,-9.30%,26,10.20%,28,0.20%,17,
2010,17,STL,-20.00%,-15.20%,30,5.90%,20,1.10%,14,
2010,17,SEA,-23.60%,-14.30%,29,15.00%,29,5.80%,3,
2010,17,CAR,-34.30%,-31.90%,32,1.80%,16,-0.60%,19,
2010,17,ARI,-36.20%,-31.30%,31,8.30%,25,3.40%,9,
2010,18,NE,55.80%,49.80%,1,-1.00%,10,4.90%,6,
2010,18,PIT,40.60%,23.90%,3,-17.10%,1,-0.40%,18,
2010,18,BAL,30.40%,9.10%,12,-13.40%,3,7.90%,3,
2010,18,GB,27.90%,13.40%,8,-14.80%,2,-0.30%,17,
2010,18,SD,21.80%,20.60%,4,-3.10%,7,-2.00%,26,
2010,18,PHI,18.10%,17.60%,6,4.10%,16,4.50%,9,
2010,18,CHI,17.10%,-3.00%,21,-11.00%,4,9.10%,2,
2010,18,ATL,16.20%,8.50%,13,3.30%,14,11.10%,1,
2010,18,OAK,15.70%,6.00%,16,-4.70%,6,4.90%,7,
2010,18,NYJ,14.40%,-0.30%,19,-9.50%,5,5.30%,5,
2010,18,TB,12.00%,18.70%,5,5.70%,19,-1.00%,21,
2010,18,NO,8.90%,10.80%,11,1.00%,11,-0.90%,20,
2010,18,HOU,8.90%,23.90%,2,13.50%,29,-1.60%,24,
2010,18,NYG,8.30%,11.00%,10,-1.70%,9,-4.40%,31,
2010,18,DET,3.10%,8.20%,14,5.80%,20,0.70%,15,
2010,18,IND,0.40%,14.20%,7,8.10%,26,-5.70%,32,
2010,18,MIA,-0.40%,-1.00%,20,-2.70%,8,-2.10%,27,
2010,18,TEN,-1.90%,-3.50%,22,4.00%,15,5.70%,4,
2010,18,JAC,-2.00%,12.80%,9,17.90%,30,3.10%,11,
2010,18,CIN,-5.70%,7.40%,15,9.80%,27,-3.30%,29,
2010,18,CLE,-6.40%,-3.80%,23,5.30%,18,2.70%,13,
2010,18,SF,-9.50%,-3.80%,24,4.40%,17,-1.20%,22,
2010,18,DAL,-10.20%,-5.20%,25,6.80%,22,1.80%,14,
2010,18,KC,-11.90%,3.10%,18,11.00%,28,-4.00%,30,
2010,18,DEN,-13.20%,5.70%,17,18.50%,31,-0.40%,19,
2010,18,BUF,-16.50%,-12.10%,27,2.90%,12,-1.60%,25,
2010,18,MIN,-17.00%,-12.60%,29,3.00%,13,-1.40%,23,
2010,18,STL,-17.50%,-14.20%,30,7.70%,25,4.40%,10,
2010,18,WAS,-22.10%,-12.40%,28,7.60%,24,-2.10%,28,
2010,18,SEA,-29.00%,-9.10%,26,22.80%,32,2.80%,12,
2010,18,CAR,-31.40%,-25.20%,31,6.20%,21,0.00%,16,
2010,18,ARI,-33.20%,-30.70%,32,7.20%,23,4.70%,8,
2010,19,NE,50.40%,46.60%,1,2.10%,12,5.80%,5,
2010,19,PIT,39.50%,21.50%,3,-19.60%,1,-1.70%,22,
2010,19,BAL,32.70%,6.70%,15,-17.70%,3,8.30%,3,
2010,19,GB,31.90%,16.40%,7,-18.50%,2,-3.00%,28,
2010,19,NYJ,19.90%,1.90%,19,-14.20%,4,3.80%,10,
2010,19,SD,18.50%,21.10%,4,0.40%,9,-2.20%,25,
2010,19,PHI,16.80%,18.00%,6,5.90%,17,4.70%,9,
2010,19,CHI,16.00%,3.00%,18,-4.50%,5,8.50%,2,
2010,19,OAK,15.30%,5.40%,16,-4.30%,6,5.50%,6,
2010,19,TB,12.30%,19.40%,5,6.00%,18,-1.10%,19,
2010,19,ATL,11.60%,4.70%,17,6.00%,19,12.90%,1,
2010,19,NO,11.20%,12.80%,10,0.50%,10,-1.10%,18,
2010,19,HOU,9.80%,24.80%,2,13.30%,29,-1.70%,24,
2010,19,NYG,7.40%,11.60%,11,-0.50%,8,-4.70%,31,
2010,19,JAC,2.40%,15.10%,8,16.20%,31,3.50%,11,
2010,19,DET,2.40%,8.10%,12,6.50%,20,0.80%,15,
2010,19,IND,-0.50%,14.00%,9,8.30%,25,-6.30%,32,
2010,19,TEN,-2.90%,-4.20%,24,5.10%,15,6.40%,4,
2010,19,MIA,-3.00%,-2.70%,22,-2.00%,7,-2.30%,26,
2010,19,CIN,-4.50%,6.70%,14,7.70%,23,-3.50%,29,
2010,19,SF,-7.70%,-2.60%,21,3.70%,14,-1.40%,20,
2010,19,DEN,-8.40%,7.60%,13,15.60%,30,-0.40%,17,
2010,19,CLE,-8.90%,-3.60%,23,8.20%,24,2.90%,13,
2010,19,DAL,-10.30%,-6.50%,26,5.90%,16,2.10%,14,
2010,19,KC,-14.90%,0.80%,20,11.40%,28,-4.40%,30,
2010,19,STL,-17.50%,-14.80%,29,7.70%,22,5.00%,8,
2010,19,MIN,-18.10%,-13.80%,28,2.80%,13,-1.50%,21,
2010,19,BUF,-20.10%,-16.90%,30,1.40%,11,-1.70%,23,
2010,19,WAS,-25.60%,-13.20%,27,10.10%,27,-2.30%,27,
2010,19,SEA,-27.00%,-6.40%,25,23.70%,32,3.10%,12,
2010,19,CAR,-32.10%,-24.40%,31,7.60%,21,0.00%,16,
2010,19,ARI,-34.50%,-30.90%,32,8.80%,26,5.10%,7,
2011,0,PIT,31.70%,16.90%,5,-12.60%,2,2.20%,5,
2011,0,NE,28.80%,30.90%,2,3.70%,16,1.60%,7,
2011,0,PHI,23.70%,12.30%,7,-8.50%,4,2.90%,4,
2011,0,SD,21.80%,32.60%,1,11.80%,31,1.10%,8,
2011,0,NYJ,17.10%,-2.80%,19,-20.50%,1,-0.50%,21,
2011,0,BAL,13.80%,11.40%,8,1.00%,9,3.40%,3,
2011,0,GB,10.90%,9.90%,11,-2.20%,7,-1.10%,26,
2011,0,NO,9.30%,19.60%,4,11.20%,30,1.00%,9,
2011,0,ATL,8.40%,13.00%,6,3.60%,15,-1.00%,25,
2011,0,MIA,8.20%,10.60%,9,1.80%,12,-0.70%,23,
2011,0,HOU,6.50%,20.00%,3,13.80%,32,0.30%,13,
2011,0,NYG,6.40%,5.90%,12,0.10%,8,0.60%,11,
2011,0,CHI,6.40%,-6.00%,26,-8.60%,3,3.70%,2,
2011,0,JAC,1.50%,4.60%,15,4.10%,17,1.00%,10,
2011,0,IND,1.20%,10.40%,10,9.20%,26,0.00%,17,
2011,0,CLE,-2.30%,-3.00%,20,4.80%,18,5.50%,1,
2011,0,MIN,-3.00%,5.70%,13,7.00%,22,-1.60%,28,
2011,0,DET,-3.00%,5.30%,14,6.50%,20,-1.80%,29,
2011,0,BUF,-3.90%,-2.70%,18,1.90%,13,0.60%,12,
2011,0,SF,-7.10%,-5.90%,25,1.40%,10,0.20%,15,
2011,0,DAL,-7.40%,1.60%,17,8.90%,24,-0.10%,18,
2011,0,TB,-8.10%,2.80%,16,10.40%,28,-0.50%,22,
2011,0,WAS,-10.90%,-5.60%,24,1.50%,11,-3.90%,32,
2011,0,CIN,-12.20%,-6.30%,27,4.90%,19,-0.90%,24,
2011,0,KC,-12.50%,-4.70%,22,7.30%,23,-0.50%,20,
2011,0,STL,-14.20%,-14.80%,31,-3.70%,5,-3.10%,31,
2011,0,CAR,-14.80%,-14.10%,30,2.90%,14,2.20%,6,
2011,0,OAK,-14.90%,-8.70%,28,6.50%,21,0.20%,14,
2011,0,DEN,-15.20%,-4.30%,21,10.60%,29,-0.40%,19,
2011,0,ARI,-16.50%,-4.80%,23,9.20%,25,-2.50%,30,
2011,0,TEN,-20.10%,-9.90%,29,10.40%,27,0.10%,16,
2011,0,SEA,-22.50%,-23.70%,32,-2.40%,6,-1.20%,27,
2011,1,BAL,100.90%,43.80%,3,-53.50%,1,3.60%,13,
2011,1,BUF,70.90%,28.40%,5,-35.80%,3,6.70%,9,
2011,1,HOU,57.60%,20.20%,10,-16.90%,8,20.60%,2,
