,date,favorite,spread,underdog,total,awayMoneyLine,homeMoneyLine,season,week
1,"October 27, 2013 1:00 PM",at Eagles,-5.5,Giants,49.5,,,2013,8
2,"October 27, 2013 1:00 PM",at Patriots,-6.0,Dolphins,46.0,,,2013,8
3,"October 27, 2013 1:00 PM",at Saints,-10.5,Bills,48.5,,,2013,8
4,"October 27, 2013 1:00 PM",at Lions,-3.0,Cowboys,51.0,,,2013,8
5,"October 27, 2013 1:00 PM",49ers,-15.0,at Jaguars,40.0,,,2013,8
6,"October 27, 2013 1:00 PM",at Chiefs,-7.0,Browns,39.0,,,2013,8
7,"October 27, 2013 4:05 PM",at Bengals,-5.5,Jets,40.5,,,2013,8
8,"October 27, 2013 4:05 PM",Steelers,-2.5,at Raiders,40.5,,,2013,8
9,"October 27, 2013 4:25 PM",at Broncos,-11.0,Redskins,58.0,,,2013,8
10,"October 27, 2013 4:25 PM",at Cardinals,-2.5,Falcons,45.0,,,2013,8
11,"October 27, 2013 8:30 PM",Packers,-7.0,at Vikings,47.5,,,2013,8
12,"October 28, 2013 8:30 PM",Seahawks,-13.5,at Rams,43.5,,,2013,8
0,"October 31, 2013 8:25 PM",Bengals,-3.0,at Dolphins,42.0,,,2013,9
1,"November 3, 2013 1:00 PM",Titans,-3.0,at Rams,40.5,,,2013,9
2,"November 3, 2013 1:00 PM",Chiefs,-4.5,at Bills,40.5,,,2013,9
3,"November 3, 2013 1:00 PM",at Panthers,-9.0,Falcons,47.0,,,2013,9
4,"November 3, 2013 1:00 PM",at Cowboys,-9.0,Vikings,50.5,,,2013,9
5,"November 3, 2013 1:00 PM",Saints,-5.5,at Jets,46.0,,,2013,9
6,"November 3, 2013 1:00 PM",at Redskins,-1.0,Chargers,49.5,,,2013,9
7,"November 3, 2013 4:05 PM",at Raiders,-0.0,Eagles,45.5,,,2013,9
8,"November 3, 2013 4:05 PM",at Seahawks,-15.5,Buccaneers,40.0,,,2013,9
9,"November 3, 2013 4:25 PM",Ravens,-1.0,at Browns,41.5,,,2013,9
10,"November 3, 2013 4:25 PM",at Patriots,-6.0,Steelers,43.0,,,2013,9
11,"November 3, 2013 8:30 PM",Colts,-1.0,at Texans,42.5,,,2013,9
12,"November 4, 2013 8:30 PM",at Packers,-10.0,Bears,50.5,,,2013,9
0,"November 7, 2013 8:25 PM",Redskins,-1.0,at Vikings,49.0,,,2013,10
1,"November 10, 2013 1:00 PM",at Titans,-11.5,Jaguars,42.0,,,2013,10
2,"November 10, 2013 1:00 PM",Seahawks,-3.5,at Falcons,47.0,,,2013,10
3,"November 10, 2013 1:00 PM",at Ravens,-1.0,Bengals,44.0,,,2013,10
4,"November 10, 2013 1:00 PM",Lions,-1.0,at Bears,52.0,,,2013,10
5,"November 10, 2013 1:00 PM",Eagles,-1.0,at Packers,47.0,,,2013,10
6,"November 10, 2013 1:00 PM",at Colts,-7.5,Rams,43.0,,,2013,10
7,"November 10, 2013 1:00 PM",at Giants,-7.0,Raiders,41.5,,,2013,10
8,"November 10, 2013 1:00 PM",at Steelers,-3.0,Bills,43.0,,,2013,10
9,"November 10, 2013 4:05 PM",at 49ers,-6.0,Panthers,43.0,,,2013,10
10,"November 10, 2013 4:25 PM",Broncos,-7.0,at Chargers,56.5,,,2013,10
11,"November 10, 2013 4:25 PM",at Cardinals,-3.5,Texans,42.0,,,2013,10
12,"November 10, 2013 8:30 PM",at Saints,-6.5,Cowboys,55.0,,,2013,10
13,"November 11, 2013 8:30 PM",Dolphins,-2.5,at Buccaneers,39.5,,,2013,10
0,"November 14, 2013 8:25 PM",Colts,-3.0,at Titans,42.0,,,2013,11
1,"November 17, 2013 1:00 PM",at Buccaneers,-2.0,Falcons,43.5,,,2013,11
2,"November 17, 2013 1:00 PM",at Eagles,-4.5,Redskins,54.5,,,2013,11
3,"November 17, 2013 1:00 PM",Lions,-3.0,at Steelers,45.5,,,2013,11
4,"November 17, 2013 1:00 PM",Jets,-2.0,at Bills,39.0,,,2013,11
5,"November 17, 2013 1:00 PM",at Bears,-3.0,Ravens,40.5,,,2013,11
6,"November 17, 2013 1:00 PM",at Bengals,-4.5,Browns,40.5,,,2013,11
7,"November 17, 2013 1:00 PM",at Texans,-10.0,Raiders,41.0,,,2013,11
8,"November 17, 2013 1:00 PM",Cardinals,-9.5,at Jaguars,40.5,,,2013,11
9,"November 17, 2013 4:05 PM",Chargers,-2.5,at Dolphins,44.5,,,2013,11
10,"November 17, 2013 4:25 PM",at Saints,-3.0,49ers,50.0,,,2013,11
11,"November 17, 2013 4:25 PM",at Giants,-3.5,Packers,41.0,,,2013,11
12,"November 17, 2013 4:25 PM",at Seahawks,-13.0,Vikings,45.0,,,2013,11
13,"November 17, 2013 8:30 PM",at Broncos,-7.5,Chiefs,49.0,,,2013,11
14,"November 18, 2013 8:30 PM",at Panthers,-3.0,Patriots,46.5,,,2013,11
0,"November 21, 2013 8:25 PM",Saints,-9.0,at Falcons,53.0,,,2013,12
1,"November 24, 2013 1:00 PM",at Ravens,-4.0,Jets,38.5,,,2013,12
2,"November 24, 2013 1:00 PM",at Browns,-2.5,Steelers,40.0,,,2013,12
3,"November 24, 2013 1:00 PM",at Lions,-7.0,Buccaneers,48.5,,,2013,12
4,"November 24, 2013 1:00 PM",at Packers,-5.0,Vikings,44.5,,,2013,12
5,"November 24, 2013 1:00 PM",at Texans,-10.5,Jaguars,43.5,,,2013,12
6,"November 24, 2013 1:00 PM",at Chiefs,-3.5,Chargers,43.5,,,2013,12
7,"November 24, 2013 1:00 PM",at Rams,-2.0,Bears,46.0,,,2013,12
8,"November 24, 2013 1:00 PM",Panthers,-4.5,at Dolphins,40.0,,,2013,12
9,"November 24, 2013 4:05 PM",at Cardinals,-3.0,Colts,44.5,,,2013,12
10,"November 24, 2013 4:05 PM",Titans,-2.5,at Raiders,42.0,,,2013,12
11,"November 24, 2013 4:25 PM",at Giants,-2.5,Cowboys,44.5,,,2013,12
12,"November 24, 2013 8:30 PM",Broncos,-1.0,at Patriots,54.0,,,2013,12
13,"November 25, 2013 8:30 PM",49ers,-5.5,at Redskins,46.0,,,2013,12
0,"November 28, 2013 12:30 PM",at Lions,-6.5,Packers,48.5,,,2013,13
1,"November 28, 2013 4:30 PM",at Cowboys,-8.5,Raiders,48.0,,,2013,13
2,"November 28, 2013 8:30 PM",at Ravens,-3.0,Steelers,40.5,,,2013,13
3,"December 1, 2013 1:00 PM",at Panthers,-7.0,Buccaneers,41.0,,,2013,13
4,"December 1, 2013 1:00 PM",at Browns,-7.0,Jaguars,39.5,,,2013,13
5,"December 1, 2013 1:00 PM",Patriots,-7.0,at Texans,49.0,,,2013,13
6,"December 1, 2013 1:00 PM",at Colts,-3.5,Titans,46.5,,,2013,13
7,"December 1, 2013 1:00 PM",at Vikings,-1.0,Bears,49.0,,,2013,13
8,"December 1, 2013 1:00 PM",at Jets,-0.0,Dolphins,40.0,,,2013,13
9,"December 1, 2013 1:00 PM",at Eagles,-3.5,Cardinals,48.5,,,2013,13
10,"December 1, 2013 4:05 PM",at 49ers,-7.5,Rams,41.0,,,2013,13
11,"December 1, 2013 4:05 PM",at Bills,-5.0,Falcons,48.0,,,2013,13
12,"December 1, 2013 4:25 PM",Broncos,-5.5,at Chiefs,50.0,,,2013,13
13,"December 1, 2013 4:25 PM",Bengals,-1.5,at Chargers,48.5,,,2013,13
14,"December 1, 2013 8:30 PM",at Redskins,-0.0,Giants,45.5,,,2013,13
15,"December 2, 2013 8:30 PM",at Seahawks,-6.5,Saints,48.5,,,2013,13
0,"December 5, 2013 8:25 PM",Texans,-3.0,at Jaguars,43.0,,,2013,14
1,"December 8, 2013 1:00 PM",at Packers,-3.5,Falcons,45.0,,,2013,14
2,"December 8, 2013 1:00 PM",at Ravens,-6.0,Vikings,41.5,,,2013,14
3,"December 8, 2013 1:00 PM",at Bengals,-7.0,Colts,43.5,,,2013,14
4,"December 8, 2013 1:00 PM",at Jets,-3.0,Raiders,39.5,,,2013,14
5,"December 8, 2013 1:00 PM",at Eagles,-2.5,Lions,52.0,,,2013,14
6,"December 8, 2013 1:00 PM",at Steelers,-3.0,Dolphins,41.0,,,2013,14
7,"December 8, 2013 1:00 PM",at Patriots,-10.0,Browns,47.5,,,2013,14
8,"December 8, 2013 1:00 PM",at Buccaneers,-3.0,Bills,43.0,,,2013,14
9,"December 8, 2013 1:00 PM",Chiefs,-3.5,at Redskins,44.0,,,2013,14
10,"December 8, 2013 4:05 PM",at Broncos,-12.5,Titans,49.5,,,2013,14
11,"December 8, 2013 4:25 PM",at Cardinals,-4.0,Rams,41.0,,,2013,14
12,"December 8, 2013 4:25 PM",at Chargers,-4.0,Giants,47.0,,,2013,14
13,"December 8, 2013 4:25 PM",at 49ers,-2.5,Seahawks,41.0,,,2013,14
14,"December 8, 2013 8:30 PM",at Saints,-3.0,Panthers,47.0,,,2013,14
15,"December 9, 2013 8:30 PM",at Bears,-1.5,Cowboys,49.0,,,2013,14
0,"December 12, 2013 8:25 PM",at Broncos,-10.0,Chargers,56.5,,,2013,15
1,"December 15, 2013 1:00 PM",at Colts,-6.0,Texans,47.0,,,2013,15
2,"December 15, 2013 1:00 PM",Bills,-4.0,at Jaguars,43.5,,,2013,15
3,"December 15, 2013 1:00 PM",at Falcons,-5.5,Redskins,50.0,,,2013,15
4,"December 15, 2013 1:00 PM",Bears,-1.0,at Browns,44.0,,,2013,15
5,"December 15, 2013 1:00 PM",at Dolphins,-2.5,Patriots,46.5,,,2013,15
6,"December 15, 2013 1:00 PM",Eagles,-6.5,at Vikings,53.0,,,2013,15
7,"December 15, 2013 1:00 PM",Seahawks,-9.0,at Giants,43.0,,,2013,15
8,"December 15, 2013 1:00 PM",49ers,-4.5,at Buccaneers,41.0,,,2013,15
9,"December 15, 2013 4:05 PM",Chiefs,-6.0,at Raiders,44.5,,,2013,15
10,"December 15, 2013 4:05 PM",at Panthers,-10.0,Jets,40.5,,,2013,15
11,"December 15, 2013 4:25 PM",at Cowboys,-5.0,Packers,50.0,,,2013,15
12,"December 15, 2013 4:25 PM",Saints,-6.5,at Rams,47.5,,,2013,15
13,"December 15, 2013 4:25 PM",Cardinals,-2.5,at Titans,43.0,,,2013,15
14,"December 15, 2013 8:30 PM",Bengals,-2.5,at Steelers,44.0,,,2013,15
15,"December 16, 2013 8:30 PM",at Lions,-4.5,Ravens,49.0,,,2013,15
0,"December 22, 2013 1:00 PM",at Bills,-1.0,Dolphins,42.0,,,2013,16
1,"December 22, 2013 1:00 PM",at Panthers,-3.5,Saints,44.5,,,2013,16
2,"December 22, 2013 1:00 PM",at Bengals,-7.5,Vikings,47.5,,,2013,16
3,"December 22, 2013 1:00 PM",Broncos,-10.0,at Texans,53.0,,,2013,16
4,"December 22, 2013 1:00 PM",Titans,-4.0,at Jaguars,44.0,,,2013,16
5,"December 22, 2013 1:00 PM",at Chiefs,-7.5,Colts,47.0,,,2013,16
6,"December 22, 2013 1:00 PM",at Rams,-3.5,Buccaneers,43.0,,,2013,16
7,"December 22, 2013 1:00 PM",at Jets,-2.5,Browns,41.5,,,2013,16
8,"December 22, 2013 1:00 PM",Cowboys,-3.0,at Redskins,51.5,,,2013,16
9,"December 22, 2013 4:05 PM",at Seahawks,-9.0,Cardinals,43.0,,,2013,16
10,"December 22, 2013 4:05 PM",at Lions,-9.5,Giants,47.0,,,2013,16
11,"December 22, 2013 4:25 PM",Steelers,-1.0,at Packers,44.0,,,2013,16
12,"December 22, 2013 4:25 PM",at Chargers,-9.5,Raiders,50.0,,,2013,16
13,"December 22, 2013 4:25 PM",Patriots,-1.0,at Ravens,45.5,,,2013,16
14,"December 22, 2013 8:30 PM",at Eagles,-2.5,Bears,54.0,,,2013,16
15,"December 23, 2013 8:30 PM",at 49ers,-14.0,Falcons,46.0,,,2013,16
0,"December 29, 2013 1:00 PM",Panthers,-5.5,at Falcons,46.0,,,2013,17
1,"December 29, 2013 1:00 PM",at Bengals,-6.5,Ravens,43.5,,,2013,17
2,"December 29, 2013 1:00 PM",at Dolphins,-7.5,Jets,41.0,,,2013,17
3,"December 29, 2013 1:00 PM",at Vikings,-0.0,Lions,51.0,,,2013,17
4,"December 29, 2013 1:00 PM",at Colts,-11.0,Jaguars,45.0,,,2013,17
5,"December 29, 2013 1:00 PM",at Giants,-3.5,Redskins,44.5,,,2013,17
6,"December 29, 2013 1:00 PM",at Steelers,-9.5,Browns,44.5,,,2013,17
7,"December 29, 2013 1:00 PM",at Titans,-7.0,Texans,44.5,,,2013,17
8,"December 29, 2013 4:25 PM",at Cardinals,-3.0,49ers,41.0,,,2013,17
9,"December 29, 2013 4:25 PM",at Seahawks,-13.0,Rams,41.0,,,2013,17
10,"December 29, 2013 4:25 PM",Broncos,-10.0,at Raiders,53.5,,,2013,17
11,"December 29, 2013 4:25 PM",at Chargers,-14.0,Chiefs,46.0,,,2013,17
12,"December 29, 2013 4:25 PM",at Patriots,-7.5,Bills,46.5,,,2013,17
13,"December 29, 2013 4:25 PM",at Saints,-10.5,Buccaneers,47.0,,,2013,17
14,"December 29, 2013 4:25 PM",Packers,-3.0,at Bears,51.0,,,2013,17
15,"December 29, 2013 8:30 PM",Eagles,-7.0,at Cowboys,53.5,,,2013,17
0,"September 4, 2014 8:30 PM",at Seahawks,-4.5,Packers,47.0,,,2014,1
1,"September 7, 2014 1:00 PM",Saints,-3.0,at Falcons,51.0,,,2014,1
2,"September 7, 2014 1:00 PM",at Ravens,-1.0,Bengals,43.5,,,2014,1
3,"September 7, 2014 1:00 PM",at Bears,-7.0,Bills,47.0,,,2014,1
4,"September 7, 2014 1:00 PM",at Texans,-3.0,Redskins,43.5,,,2014,1
5,"September 7, 2014 1:00 PM",at Chiefs,-3.0,Titans,44.5,,,2014,1
6,"September 7, 2014 1:00 PM",at Rams,-2.5,Vikings,43.5,,,2014,1
7,"September 7, 2014 1:00 PM",Patriots,-4.0,at Dolphins,46.5,,,2014,1
8,"September 7, 2014 1:00 PM",at Jets,-6.5,Raiders,41.0,,,2014,1
9,"September 7, 2014 1:00 PM",at Eagles,-10.0,Jaguars,48.5,,,2014,1
10,"September 7, 2014 1:00 PM",at Steelers,-5.5,Browns,41.5,,,2014,1
11,"September 7, 2014 4:25 PM",49ers,-3.5,at Cowboys,49.0,,,2014,1
12,"September 7, 2014 4:25 PM",at Buccaneers,-4.5,Panthers,38.5,,,2014,1
13,"September 7, 2014 8:30 PM",at Broncos,-8.0,Colts,53.5,,,2014,1
14,"September 8, 2014 7:10 PM",at Lions,-6.0,Giants,45.5,,,2014,1
15,"September 8, 2014 10:20 PM",at Cardinals,-3.0,Chargers,46.5,,,2014,1
0,"September 11, 2014 8:25 PM",at Ravens,-2.5,Steelers,44.5,,,2014,2
1,"September 14, 2014 1:00 PM",at Bills,-1.0,Dolphins,43.0,,,2014,2
2,"September 14, 2014 1:00 PM",at Panthers,-1.5,Lions,43.5,,,2014,2
3,"September 14, 2014 1:00 PM",at Bengals,-5.5,Falcons,49.0,,,2014,2
4,"September 14, 2014 1:00 PM",Saints,-5.0,at Browns,49.5,,,2014,2
5,"September 14, 2014 1:00 PM",Patriots,-3.0,at Vikings,49.0,,,2014,2
6,"September 14, 2014 1:00 PM",at Giants,-2.0,Cardinals,41.5,,,2014,2
7,"September 14, 2014 1:00 PM",at Titans,-3.0,Cowboys,49.5,,,2014,2
8,"September 14, 2014 1:00 PM",at Redskins,-5.0,Jaguars,43.0,,,2014,2
9,"September 14, 2014 4:05 PM",Seahawks,-4.5,at Chargers,45.0,,,2014,2
10,"September 14, 2014 4:05 PM",at Buccaneers,-4.0,Rams,37.5,,,2014,2
11,"September 14, 2014 4:25 PM",Texans,-3.0,at Raiders,41.0,,,2014,2
12,"September 14, 2014 4:25 PM",at Broncos,-13.0,Chiefs,48.5,,,2014,2
13,"September 14, 2014 4:25 PM",at Packers,-7.0,Jets,46.5,,,2014,2
14,"September 14, 2014 8:30 PM",at 49ers,-7.0,Bears,47.0,,,2014,2
15,"September 15, 2014 8:30 PM",at Colts,-3.0,Eagles,53.5,,,2014,2
0,"September 18, 2014 8:25 PM",at Falcons,-6.5,Buccaneers,47.0,,,2014,3
1,"September 21, 2014 1:00 PM",at Bills,-2.5,Chargers,45.5,,,2014,3
2,"September 21, 2014 1:00 PM",at Eagles,-4.0,Redskins,49.5,,,2014,3
3,"September 21, 2014 1:00 PM",at Bengals,-6.5,Titans,43.5,,,2014,3
4,"September 21, 2014 1:00 PM",Ravens,-1.5,at Browns,43.0,,,2014,3
5,"September 21, 2014 1:00 PM",at Lions,-1.0,Packers,51.5,,,2014,3
6,"September 21, 2014 1:00 PM",Colts,-6.0,at Jaguars,45.5,,,2014,3
7,"September 21, 2014 1:00 PM",Cowboys,-2.0,at Rams,45.0,,,2014,3
8,"September 21, 2014 1:00 PM",at Patriots,-14.0,Raiders,47.0,,,2014,3
9,"September 21, 2014 1:00 PM",at Saints,-10.0,Vikings,49.5,,,2014,3
10,"September 21, 2014 1:00 PM",at Giants,-1.0,Texans,41.5,,,2014,3
11,"September 21, 2014 4:05 PM",49ers,-3.0,at Cardinals,41.0,,,2014,3
12,"September 21, 2014 4:25 PM",at Seahawks,-4.0,Broncos,48.0,,,2014,3
13,"September 21, 2014 4:25 PM",at Dolphins,-5.5,Chiefs,43.0,,,2014,3
14,"September 21, 2014 8:30 PM",at Panthers,-3.0,Steelers,42.0,,,2014,3
15,"September 22, 2014 8:30 PM",at Jets,-1.5,Bears,45.0,,,2014,3
0,"September 25, 2014 8:25 PM",at Redskins,-3.0,Giants,44.5,,,2014,4
1,"September 28, 2014 1:00 PM",at Ravens,-3.0,Panthers,42.5,,,2014,4
2,"September 28, 2014 1:00 PM",Packers,-1.5,at Bears,51.0,,,2014,4
3,"September 28, 2014 1:00 PM",at Texans,-3.0,Bills,44.0,,,2014,4
4,"September 28, 2014 1:00 PM",at Colts,-7.5,Titans,45.5,,,2014,4
5,"September 28, 2014 1:00 PM",at Jets,-1.0,Lions,43.5,,,2014,4
6,"September 28, 2014 1:00 PM",Dolphins,-3.5,at Raiders,41.0,,,2014,4
7,"September 28, 2014 1:00 PM",at Steelers,-7.0,Buccaneers,44.5,,,2014,4
8,"September 28, 2014 4:05 PM",at Chargers,-13.0,Jaguars,45.0,,,2014,4
9,"September 28, 2014 4:25 PM",Falcons,-5.0,at Vikings,47.5,,,2014,4
10,"September 28, 2014 4:25 PM",at 49ers,-3.5,Eagles,49.0,,,2014,4
11,"September 28, 2014 8:30 PM",Saints,-3.0,at Cowboys,53.5,,,2014,4
12,"September 29, 2014 8:30 PM",Patriots,-3.0,at Chiefs,45.5,,,2014,4
0,"October 2, 2014 8:25 PM",at Packers,-8.0,Vikings,48.0,,,2014,5
1,"October 5, 2014 1:00 PM",at Colts,-2.5,Ravens,49.0,,,2014,5
2,"October 5, 2014 1:00 PM",Steelers,-5.5,at Jaguars,47.5,,,2014,5
3,"October 5, 2014 1:00 PM",at Saints,-10.5,Buccaneers,48.0,,,2014,5
4,"October 5, 2014 1:00 PM",at Giants,-4.5,Falcons,50.5,,,2014,5
5,"October 5, 2014 1:00 PM",at Eagles,-4.0,Rams,48.0,,,2014,5
6,"October 5, 2014 1:00 PM",at Panthers,-2.0,Bears,46.5,,,2014,5
7,"October 5, 2014 1:00 PM",at Cowboys,-5.0,Texans,47.5,,,2014,5
8,"October 5, 2014 1:00 PM",Browns,-1.0,at Titans,44.0,,,2014,5
9,"October 5, 2014 1:00 PM",at Lions,-4.5,Bills,43.0,,,2014,5
10,"October 5, 2014 4:05 PM",at Broncos,-8.5,Cardinals,47.0,,,2014,5
11,"October 5, 2014 4:25 PM",at 49ers,-4.0,Chiefs,43.0,,,2014,5
12,"October 5, 2014 4:25 PM",at Chargers,-6.5,Jets,44.0,,,2014,5
13,"October 5, 2014 8:30 PM",Bengals,-2.5,at Patriots,45.5,,,2014,5
14,"October 6, 2014 8:30 PM",Seahawks,-7.0,at Redskins,45.0,,,2014,5
0,"October 9, 2014 8:25 PM",Colts,-3.0,at Texans,46.5,-145.0,125.0,2014,6
1,"October 12, 2014 1:00 PM",Ravens,-3.5,at Buccaneers,44.0,-180.0,160.0,2014,6
2,"October 12, 2014 1:00 PM",at Titans,-4.0,Jaguars,42.5,170.0,-200.0,2014,6
3,"October 12, 2014 1:00 PM",at Falcons,-3.0,Bears,56.0,155.0,-175.0,2014,6
4,"October 12, 2014 1:00 PM",Patriots,-1.0,at Bills,44.5,-115.0,-105.0,2014,6
5,"October 12, 2014 1:00 PM",at Bengals,-7.0,Panthers,43.5,250.0,-300.0,2014,6
6,"October 12, 2014 1:00 PM",at Browns,-1.5,Steelers,46.5,110.0,-130.0,2014,6
7,"October 12, 2014 1:00 PM",Packers,-1.5,at Dolphins,47.0,-130.0,110.0,2014,6
8,"October 12, 2014 1:00 PM",at Vikings,-1.0,Lions,43.0,100.0,-120.0,2014,6
9,"October 12, 2014 1:00 PM",Broncos,-10.0,at Jets,47.0,-500.0,400.0,2014,6
10,"October 12, 2014 4:05 PM",Chargers,-7.5,at Raiders,44.0,-360.0,300.0,2014,6
11,"October 12, 2014 4:25 PM",at Cardinals,-5.5,Redskins,47.0,200.0,-240.0,2014,6
12,"October 12, 2014 4:25 PM",at Seahawks,-9.0,Cowboys,47.0,350.0,-450.0,2014,6
13,"October 12, 2014 8:30 PM",at Eagles,-1.5,Giants,51.0,105.0,-125.0,2014,6
14,"October 13, 2014 8:30 PM",49ers,-3.5,at Rams,44.0,-200.0,170.0,2014,6
0,"October 16, 2014 8:25 PM",at Patriots,-9.5,Jets,44.0,400.0,-500.0,2014,7
1,"October 19, 2014 1:00 PM",Seahawks,-7.0,at Rams,43.5,-300.0,250.0,2014,7
2,"October 19, 2014 1:00 PM",at Redskins,-6.0,Titans,46.5,220.0,-260.0,2014,7
3,"October 19, 2014 1:00 PM",at Ravens,-6.5,Falcons,50.0,250.0,-275.0,2014,7
4,"October 19, 2014 1:00 PM",at Bills,-6.5,Vikings,43.5,230.0,-270.0,2014,7
5,"October 19, 2014 1:00 PM",at Bears,-3.0,Dolphins,47.5,145.0,-165.0,2014,7
6,"October 19, 2014 1:00 PM",at Lions,-1.0,Saints,46.5,100.0,-120.0,2014,7
7,"October 19, 2014 1:00 PM",at Packers,-6.5,Panthers,49.0,230.0,-300.0,2014,7
8,"October 19, 2014 1:00 PM",at Colts,-3.0,Bengals,50.5,160.0,-180.0,2014,7
9,"October 19, 2014 1:00 PM",Browns,-4.0,at Jaguars,44.5,-210.0,180.0,2014,7
10,"October 19, 2014 4:05 PM",at Chargers,-3.0,Chiefs,45.5,140.0,-160.0,2014,7
11,"October 19, 2014 4:25 PM",at Cowboys,-5.5,Giants,52.0,190.0,-230.0,2014,7
12,"October 19, 2014 4:25 PM",Cardinals,-3.5,at Raiders,44.0,-175.0,155.0,2014,7
13,"October 19, 2014 8:30 PM",at Broncos,-6.5,49ers,48.5,250.0,-300.0,2014,7
14,"October 20, 2014 8:30 PM",at Steelers,-3.0,Texans,44.0,130.0,-150.0,2014,7
0,"October 23, 2014 8:25 PM",at Broncos,-9.0,Chargers,51.0,350.0,-450.0,2014,8
1,"October 26, 2014 9:30 AM",Lions,-3.5,at Falcons,46.0,-185.0,165.0,2014,8
2,"October 26, 2014 1:00 PM",Seahawks,-6.0,at Panthers,44.5,-270.0,220.0,2014,8
3,"October 26, 2014 1:00 PM",Ravens,-3.0,at Bengals,44.5,-145.0,125.0,2014,8
4,"October 26, 2014 1:00 PM",Dolphins,-7.0,at Jaguars,42.5,-320.0,260.0,2014,8
5,"October 26, 2014 1:00 PM",at Chiefs,-7.5,Rams,44.0,280.0,-340.0,2014,8
6,"October 26, 2014 1:00 PM",at Patriots,-5.5,Bears,52.0,220.0,-260.0,2014,8
7,"October 26, 2014 1:00 PM",at Jets,-3.0,Bills,40.5,130.0,-150.0,2014,8
8,"October 26, 2014 1:00 PM",at Buccaneers,-1.5,Vikings,43.0,105.0,-125.0,2014,8
9,"October 26, 2014 1:00 PM",Texans,-3.5,at Titans,43.0,-180.0,160.0,2014,8
10,"October 26, 2014 4:05 PM",at Cardinals,-1.0,Eagles,48.5,-105.0,-115.0,2014,8
11,"October 26, 2014 4:25 PM",Colts,-4.5,at Steelers,48.0,-220.0,180.0,2014,8
12,"October 26, 2014 4:25 PM",at Browns,-6.5,Raiders,44.5,250.0,-300.0,2014,8
13,"October 26, 2014 8:30 PM",at Saints,-2.0,Packers,55.0,110.0,-130.0,2014,8
14,"October 27, 2014 8:30 PM",at Cowboys,-9.5,Redskins,49.5,400.0,-500.0,2014,8
0,"October 30, 2014 8:25 PM",Saints,-3.0,at Panthers,49.0,-175.0,150.0,2014,9
1,"November 2, 2014 1:00 PM",at Bengals,-10.0,Jaguars,44.0,425.0,-550.0,2014,9
2,"November 2, 2014 1:00 PM",at Browns,-6.5,Buccaneers,44.5,250.0,-300.0,2014,9
3,"November 2, 2014 1:00 PM",at Cowboys,-2.0,Cardinals,45.5,105.0,-125.0,2014,9
4,"November 2, 2014 1:00 PM",Eagles,-2.0,at Texans,48.5,-135.0,115.0,2014,9
5,"November 2, 2014 1:00 PM",at Chiefs,-8.0,Jets,41.5,330.0,-400.0,2014,9
6,"November 2, 2014 1:00 PM",at Dolphins,-3.0,Chargers,45.5,130.0,-145.0,2014,9
7,"November 2, 2014 1:00 PM",at Vikings,-0.0,Redskins,44.5,-110.0,-110.0,2014,9
8,"November 2, 2014 4:05 PM",at 49ers,-10.5,Rams,44.0,450.0,-600.0,2014,9
9,"November 2, 2014 4:25 PM",at Seahawks,-13.0,Raiders,44.0,650.0,-1000.0,2014,9
10,"November 2, 2014 4:25 PM",Broncos,-3.0,at Patriots,53.0,-150.0,130.0,2014,9
11,"November 2, 2014 8:30 PM",at Steelers,-2.5,Ravens,48.0,115.0,-135.0,2014,9
12,"November 3, 2014 8:30 PM",Colts,-3.0,at Giants,51.5,-165.0,145.0,2014,9
0,"November 6, 2014 8:25 PM",at Bengals,-6.0,Browns,45.5,230.0,-270.0,2014,10
1,"November 9, 2014 1:00 PM",at Lions,-2.5,Dolphins,43.0,130.0,-150.0,2014,10
2,"November 9, 2014 1:00 PM",at Ravens,-10.5,Titans,44.0,425.0,-550.0,2014,10
3,"November 9, 2014 1:00 PM",at Bills,-2.0,Chiefs,42.0,105.0,-125.0,2014,10
4,"November 9, 2014 1:00 PM",Cowboys,-7.5,at Jaguars,45.0,-360.0,280.0,2014,10
5,"November 9, 2014 1:00 PM",at Saints,-5.5,49ers,49.5,200.0,-240.0,2014,10
6,"November 9, 2014 1:00 PM",Steelers,-4.0,at Jets,47.0,-185.0,165.0,2014,10
7,"November 9, 2014 1:00 PM",Falcons,-3.0,at Buccaneers,47.0,-170.0,150.0,2014,10
8,"November 9, 2014 4:05 PM",Broncos,-12.5,at Raiders,51.0,-800.0,550.0,2014,10
9,"November 9, 2014 4:25 PM",at Cardinals,-7.0,Rams,43.0,260.0,-330.0,2014,10
10,"November 9, 2014 4:25 PM",at Seahawks,-9.5,Giants,45.0,400.0,-500.0,2014,10
11,"November 9, 2014 8:30 PM",at Packers,-9.5,Bears,54.0,330.0,-400.0,2014,10
12,"November 10, 2014 8:30 PM",at Eagles,-7.0,Panthers,48.5,270.0,-330.0,2014,10
0,"November 13, 2014 8:25 PM",at Dolphins,-3.5,Bills,41.5,175.0,-210.0,2014,11
1,"November 16, 2014 1:00 PM",at Saints,-8.5,Bengals,51.5,290.0,-350.0,2014,11
2,"November 16, 2014 1:00 PM",49ers,-3.5,at Giants,44.5,-200.0,170.0,2014,11
3,"November 16, 2014 1:00 PM",at Redskins,-7.0,Buccaneers,46.0,260.0,-320.0,2014,11
4,"November 16, 2014 1:00 PM",Falcons,-2.0,at Panthers,47.0,-135.0,115.0,2014,11
