,date,favorite,spread,underdog,total,awayMoneyLine,homeMoneyLine,season,week
6,"November 29, 2015 1:00 PM",at Chiefs,-4.0,Bills,41.0,,,2015,12
7,"November 29, 2015 1:00 PM",at Jets,-4.0,Dolphins,44.0,,,2015,12
8,"November 29, 2015 1:00 PM",at Falcons,-2.0,Vikings,45.0,,,2015,12
9,"November 29, 2015 1:00 PM",at Bengals,-10.0,Rams,42.0,,,2015,12
10,"November 29, 2015 1:00 PM",Raiders,-1.0,at Titans,45.0,,,2015,12
11,"November 29, 2015 1:00 PM",Giants,-1.0,at Redskins,48.0,,,2015,12
12,"November 29, 2015 4:05 PM",Cardinals,-8.0,at 49ers,45.0,,,2015,12
13,"November 29, 2015 4:25 PM",at Seahawks,-3.0,Steelers,46.0,,,2015,12
14,"November 29, 2015 8:30 PM",Patriots,-2.0,at Broncos,43.0,,,2015,12
15,"November 30, 2015 8:30 PM",at Browns,-6.0,Ravens,41.0,,,2015,12
0,"December 3, 2015 8:25 PM",Packers,-2.5,at Lions,46.5,,,2015,13
1,"December 6, 2015 1:00 PM",at Bills,-3.0,Texans,42.0,,,2015,13
2,"December 6, 2015 1:00 PM",at Bears,-6.5,49ers,43.0,,,2015,13
3,"December 6, 2015 1:00 PM",Bengals,-7.5,at Browns,44.5,,,2015,13
4,"December 6, 2015 1:00 PM",Cardinals,-3.5,at Rams,43.0,,,2015,13
5,"December 6, 2015 1:00 PM",at Dolphins,-3.5,Ravens,43.5,,,2015,13
6,"December 6, 2015 1:00 PM",Seahawks,-2.5,at Vikings,43.0,,,2015,13
7,"December 6, 2015 1:00 PM",Jets,-2.5,at Giants,46.5,,,2015,13
8,"December 6, 2015 1:00 PM",at Buccaneers,-1.0,Falcons,46.5,,,2015,13
9,"December 6, 2015 1:00 PM",at Titans,-3.0,Jaguars,43.5,,,2015,13
10,"December 6, 2015 4:05 PM",Chiefs,-3.0,at Raiders,45.5,,,2015,13
11,"December 6, 2015 4:05 PM",Broncos,-5.5,at Chargers,45.0,,,2015,13
12,"December 6, 2015 4:25 PM",at Patriots,-7.5,Eagles,49.0,,,2015,13
13,"December 6, 2015 4:25 PM",Panthers,-6.0,at Saints,50.5,,,2015,13
14,"December 6, 2015 8:30 PM",at Steelers,-10.0,Colts,50.5,,,2015,13
15,"December 7, 2015 8:30 PM",at Redskins,-2.0,Cowboys,43.0,,,2015,13
0,"December 10, 2015 8:25 PM",at Cardinals,-10.0,Vikings,46.5,,,2015,14
1,"December 13, 2015 1:00 PM",Seahawks,-10.5,at Ravens,42.0,,,2015,14
2,"December 13, 2015 1:00 PM",at Panthers,-8.0,Falcons,45.5,,,2015,14
3,"December 13, 2015 1:00 PM",at Bears,-4.0,Redskins,43.5,,,2015,14
4,"December 13, 2015 1:00 PM",at Bengals,-1.0,Steelers,49.0,,,2015,14
5,"December 13, 2015 1:00 PM",at Browns,-2.5,49ers,43.0,,,2015,14
6,"December 13, 2015 1:00 PM",at Jaguars,-1.0,Colts,46.0,,,2015,14
7,"December 13, 2015 1:00 PM",at Chiefs,-11.5,Chargers,42.0,,,2015,14
8,"December 13, 2015 1:00 PM",Lions,-3.0,at Rams,41.5,,,2015,14
9,"December 13, 2015 1:00 PM",at Jets,-8.0,Titans,43.0,,,2015,14
10,"December 13, 2015 1:00 PM",at Eagles,-1.0,Bills,48.0,,,2015,14
11,"December 13, 2015 1:00 PM",at Buccaneers,-6.0,Saints,52.0,,,2015,14
12,"December 13, 2015 4:05 PM",at Broncos,-6.0,Raiders,43.0,,,2015,14
13,"December 13, 2015 4:25 PM",at Packers,-6.0,Cowboys,42.5,,,2015,14
14,"December 13, 2015 8:30 PM",Patriots,-4.5,at Texans,46.5,,,2015,14
15,"December 14, 2015 8:30 PM",Giants,-2.0,at Dolphins,47.5,,,2015,14
0,"December 17, 2015 8:25 PM",at Rams,-1.0,Buccaneers,41.5,,,2015,15
1,"December 19, 2015 8:25 PM",Jets,-3.0,at Cowboys,41.0,,,2015,15
2,"December 20, 2015 1:00 PM",at Colts,-1.5,Texans,42.0,,,2015,15
3,"December 20, 2015 1:00 PM",at Jaguars,-2.0,Falcons,48.0,,,2015,15
4,"December 20, 2015 1:00 PM",at Vikings,-4.0,Bears,44.0,,,2015,15
5,"December 20, 2015 1:00 PM",at Patriots,-14.5,Titans,48.0,,,2015,15
6,"December 20, 2015 1:00 PM",Panthers,-4.5,at Giants,46.5,,,2015,15
7,"December 20, 2015 1:00 PM",Chiefs,-6.5,at Ravens,41.0,,,2015,15
8,"December 20, 2015 1:00 PM",Bills,-2.0,at Redskins,45.5,,,2015,15
9,"December 20, 2015 4:05 PM",at Seahawks,-14.5,Browns,45.5,,,2015,15
10,"December 20, 2015 4:05 PM",Packers,-4.0,at Raiders,47.0,,,2015,15
11,"December 20, 2015 4:25 PM",at Steelers,-7.0,Broncos,45.5,,,2015,15
12,"December 20, 2015 4:25 PM",Bengals,-7.0,at 49ers,40.5,,,2015,15
13,"December 20, 2015 4:25 PM",at Chargers,-1.0,Dolphins,46.5,,,2015,15
14,"December 20, 2015 8:30 PM",Cardinals,-3.5,at Eagles,51.0,,,2015,15
15,"December 21, 2015 8:30 PM",at Saints,-2.5,Lions,52.0,,,2015,15
0,"December 24, 2015 8:25 PM",at Raiders,-4.0,Chargers,45.0,,,2015,16
1,"December 26, 2015 8:25 PM",at Eagles,-3.0,Redskins,48.5,,,2015,16
2,"December 27, 2015 1:00 PM",at Buccaneers,-3.0,Bears,44.0,,,2015,16
3,"December 27, 2015 1:00 PM",Texans,-3.5,at Titans,39.0,,,2015,16
4,"December 27, 2015 1:00 PM",Patriots,-2.5,at Jets,46.0,,,2015,16
5,"December 27, 2015 1:00 PM",Panthers,-7.0,at Falcons,46.0,,,2015,16
6,"December 27, 2015 1:00 PM",Steelers,-11.0,at Ravens,47.5,,,2015,16
7,"December 27, 2015 1:00 PM",at Bills,-6.5,Cowboys,42.0,,,2015,16
8,"December 27, 2015 1:00 PM",at Lions,-9.0,49ers,43.0,,,2015,16
9,"December 27, 2015 1:00 PM",at Chiefs,-11.5,Browns,42.5,,,2015,16
10,"December 27, 2015 1:00 PM",at Dolphins,-2.5,Colts,44.0,,,2015,16
11,"December 27, 2015 4:05 PM",at Saints,-2.5,Jaguars,53.5,,,2015,16
12,"December 27, 2015 4:25 PM",at Cardinals,-6.0,Packers,50.0,,,2015,16
13,"December 27, 2015 4:25 PM",at Seahawks,-11.5,Rams,41.5,,,2015,16
14,"December 27, 2015 8:30 PM",at Vikings,-7.0,Giants,45.0,,,2015,16
15,"December 28, 2015 8:30 PM",at Broncos,-4.5,Bengals,39.5,,,2015,16
0,"January 3, 2016 1:00 PM",Lions,-2.5,at Bears,45.0,,,2015,17
1,"January 3, 2016 1:00 PM",at Bengals,-10.0,Ravens,40.5,,,2015,17
2,"January 3, 2016 1:00 PM",Steelers,-13.0,at Browns,47.0,,,2015,17
3,"January 3, 2016 1:00 PM",at Cowboys,-3.0,Redskins,41.0,,,2015,17
4,"January 3, 2016 1:00 PM",at Falcons,-6.0,Saints,53.5,,,2015,17
5,"January 3, 2016 1:00 PM",Jets,-3.0,at Bills,41.0,,,2015,17
6,"January 3, 2016 1:00 PM",at Texans,-5.5,Jaguars,45.0,,,2015,17
7,"January 3, 2016 1:00 PM",at Colts,-5.0,Titans,39.0,,,2015,17
8,"January 3, 2016 1:00 PM",Patriots,-10.0,at Dolphins,46.5,,,2015,17
9,"January 3, 2016 1:00 PM",at Giants,-3.5,Eagles,51.0,,,2015,17
10,"January 3, 2016 4:25 PM",Rams,-3.0,at 49ers,38.5,,,2015,17
11,"January 3, 2016 4:25 PM",at Cardinals,-6.0,Seahawks,47.0,,,2015,17
12,"January 3, 2016 4:25 PM",at Chiefs,-6.5,Raiders,43.5,,,2015,17
13,"January 3, 2016 4:25 PM",at Panthers,-10.0,Buccaneers,44.5,,,2015,17
14,"January 3, 2016 4:25 PM",at Broncos,-10.0,Chargers,42.0,,,2015,17
15,"January 3, 2016 8:30 PM",at Packers,-3.0,Vikings,44.0,,,2015,17
0,"September 8, 2016 8:30 PM",Panthers,-3.0,at Broncos,41.0,-165.0,145.0,2016,1
1,"September 11, 2016 1:00 PM",at Texans,-6.0,Bears,42.5,220.0,-260.0,2016,1
2,"September 11, 2016 1:00 PM",at Falcons,-3.0,Buccaneers,47.0,115.0,-135.0,2016,1
3,"September 11, 2016 1:00 PM",at Ravens,-3.0,Bills,45.0,130.0,-150.0,2016,1
4,"September 11, 2016 1:00 PM",Packers,-6.0,at Jaguars,48.0,-210.0,175.0,2016,1
5,"September 11, 2016 1:00 PM",at Chiefs,-7.0,Chargers,46.0,240.0,-280.0,2016,1
6,"September 11, 2016 1:00 PM",at Saints,-3.0,Raiders,51.0,130.0,-150.0,2016,1
7,"September 11, 2016 1:00 PM",Bengals,-3.0,at Jets,42.0,-115.0,-105.0,2016,1
8,"September 11, 2016 1:00 PM",at Eagles,-4.0,Browns,41.5,165.0,-190.0,2016,1
9,"September 11, 2016 1:00 PM",Vikings,-3.0,at Titans,40.5,-145.0,125.0,2016,1
10,"September 11, 2016 4:05 PM",at Seahawks,-10.5,Dolphins,43.5,375.0,-500.0,2016,1
11,"September 11, 2016 4:25 PM",Giants,-1.5,at Cowboys,48.0,-120.0,100.0,2016,1
12,"September 11, 2016 4:25 PM",at Colts,-3.0,Lions,51.5,130.0,-150.0,2016,1
13,"September 11, 2016 8:30 PM",at Cardinals,-9.0,Patriots,45.0,300.0,-400.0,2016,1
14,"September 12, 2016 7:10 PM",Steelers,-3.0,at Redskins,50.0,-155.0,135.0,2016,1
15,"September 12, 2016 10:20 PM",Rams,-3.0,at 49ers,42.5,-145.0,125.0,2016,1
0,"September 15, 2016 8:25 PM",at Bills,-1.0,Jets,40.5,-105.0,-115.0,2016,2
1,"September 18, 2016 1:00 PM",at Panthers,-12.0,49ers,44.5,450.0,-625.0,2016,2
2,"September 18, 2016 1:00 PM",Ravens,-4.5,at Browns,42.0,-222.0,180.0,2016,2
3,"September 18, 2016 1:00 PM",at Lions,-6.0,Titans,48.0,210.0,-270.0,2016,2
4,"September 18, 2016 1:00 PM",at Texans,-1.0,Chiefs,42.0,-105.0,-115.0,2016,2
5,"September 18, 2016 1:00 PM",at Patriots,-5.5,Dolphins,42.5,200.0,-250.0,2016,2
6,"September 18, 2016 1:00 PM",at Giants,-3.5,Saints,54.0,155.0,-185.0,2016,2
7,"September 18, 2016 1:00 PM",at Steelers,-3.0,Bengals,48.5,145.0,-165.0,2016,2
8,"September 18, 2016 1:00 PM",at Redskins,-3.5,Cowboys,47.0,160.0,-180.0,2016,2
9,"September 18, 2016 4:05 PM",at Cardinals,-7.0,Buccaneers,49.5,265.0,-330.0,2016,2
10,"September 18, 2016 4:05 PM",Seahawks,-5.5,at Rams,38.0,-250.0,200.0,2016,2
11,"September 18, 2016 4:25 PM",at Chargers,-3.0,Jaguars,47.5,130.0,-150.0,2016,2
12,"September 18, 2016 4:25 PM",at Broncos,-6.5,Colts,47.0,230.0,-280.0,2016,2
13,"September 18, 2016 4:25 PM",at Raiders,-4.0,Falcons,47.5,170.0,-200.0,2016,2
14,"September 18, 2016 8:30 PM",Packers,-1.5,at Vikings,42.5,-126.0,106.0,2016,2
15,"September 19, 2016 8:30 PM",at Bears,-3.0,Eagles,43.0,140.0,-160.0,2016,2
0,"September 22, 2016 8:25 PM",at Patriots,-1.0,Texans,39.5,-105.0,-115.0,2016,3
1,"September 25, 2016 1:00 PM",at Giants,-3.5,Redskins,47.0,160.0,-180.0,2016,3
2,"September 25, 2016 1:00 PM",at Dolphins,-10.0,Browns,42.0,333.0,-450.0,2016,3
3,"September 25, 2016 1:00 PM",Raiders,-2.0,at Titans,47.0,-125.0,105.0,2016,3
4,"September 25, 2016 1:00 PM",Cardinals,-4.5,at Bills,48.0,-215.0,185.0,2016,3
5,"September 25, 2016 1:00 PM",at Panthers,-6.0,Vikings,43.0,220.0,-270.0,2016,3
6,"September 25, 2016 1:00 PM",at Bengals,-3.5,Broncos,41.5,155.0,-185.0,2016,3
7,"September 25, 2016 1:00 PM",at Packers,-6.0,Lions,47.5,213.0,-275.0,2016,3
8,"September 25, 2016 1:00 PM",Ravens,-2.5,at Jaguars,45.0,-135.0,115.0,2016,3
9,"September 25, 2016 4:05 PM",at Seahawks,-10.0,49ers,42.0,375.0,-450.0,2016,3
10,"September 25, 2016 4:05 PM",at Buccaneers,-3.5,Rams,40.5,159.0,-179.0,2016,3
11,"September 25, 2016 4:25 PM",Steelers,-4.0,at Eagles,46.5,-200.0,170.0,2016,3
12,"September 25, 2016 4:25 PM",at Chiefs,-3.0,Jets,44.0,135.0,-165.0,2016,3
13,"September 25, 2016 4:25 PM",at Colts,-1.5,Chargers,51.0,105.0,-125.0,2016,3
14,"September 25, 2016 8:30 PM",at Cowboys,-6.5,Bears,45.0,215.0,-265.0,2016,3
15,"September 26, 2016 8:30 PM",at Saints,-3.0,Falcons,54.0,131.0,-151.0,2016,3
0,"September 29, 2016 8:25 PM",at Bengals,-7.5,Dolphins,46.0,300.0,-380.0,2016,4
1,"October 2, 2016 9:30 AM",Colts,-1.5,at Jaguars,48.0,-125.0,100.0,2016,4
2,"October 2, 2016 1:00 PM",at Patriots,-3.5,Bills,41.0,165.0,-200.0,2016,4
3,"October 2, 2016 1:00 PM",Seahawks,-1.0,at Jets,40.0,-115.0,-105.0,2016,4
4,"October 2, 2016 1:00 PM",at Texans,-4.0,Titans,40.0,170.0,-200.0,2016,4
5,"October 2, 2016 1:00 PM",Panthers,-3.0,at Falcons,48.5,-162.0,135.0,2016,4
6,"October 2, 2016 1:00 PM",at Ravens,-3.5,Raiders,45.0,160.0,-175.0,2016,4
7,"October 2, 2016 1:00 PM",Lions,-3.5,at Bears,48.0,-180.0,157.0,2016,4
8,"October 2, 2016 1:00 PM",at Redskins,-7.5,Browns,47.5,275.0,-350.0,2016,4
9,"October 2, 2016 4:05 PM",Broncos,-3.5,at Buccaneers,43.0,-180.0,150.0,2016,4
10,"October 2, 2016 4:25 PM",at Cardinals,-9.5,Rams,43.5,370.0,-440.0,2016,4
11,"October 2, 2016 4:25 PM",Cowboys,-1.5,at 49ers,44.5,-125.0,105.0,2016,4
12,"October 2, 2016 4:25 PM",at Chargers,-3.5,Saints,54.0,166.0,-185.0,2016,4
13,"October 2, 2016 8:30 PM",at Steelers,-3.5,Chiefs,48.5,150.0,-180.0,2016,4
14,"October 3, 2016 8:30 PM",at Vikings,-3.5,Giants,42.5,155.0,-175.0,2016,4
0,"October 6, 2016 8:25 PM",Cardinals,-3.5,at 49ers,42.5,-189.0,170.0,2016,5
1,"October 9, 2016 1:00 PM",at Dolphins,-2.5,Titans,44.0,120.0,-140.0,2016,5
2,"October 9, 2016 1:00 PM",at Vikings,-6.0,Texans,38.5,220.0,-270.0,2016,5
3,"October 9, 2016 1:00 PM",at Steelers,-9.0,Jets,50.0,300.0,-400.0,2016,5
4,"October 9, 2016 1:00 PM",at Ravens,-3.5,Redskins,44.0,165.0,-200.0,2016,5
5,"October 9, 2016 1:00 PM",Patriots,-10.0,at Browns,48.0,-600.0,400.0,2016,5
6,"October 9, 2016 1:00 PM",Eagles,-3.5,at Lions,46.0,-196.0,160.0,2016,5
7,"October 9, 2016 1:00 PM",at Colts,-3.5,Bears,47.5,160.0,-200.0,2016,5
8,"October 9, 2016 4:05 PM",at Broncos,-4.0,Falcons,44.5,165.0,-200.0,2016,5
9,"October 9, 2016 4:25 PM",at Raiders,-3.5,Chargers,50.5,163.0,-200.0,2016,5
10,"October 9, 2016 4:25 PM",Bills,-2.5,at Rams,41.5,-137.0,115.0,2016,5
11,"October 9, 2016 4:25 PM",Bengals,-2.5,at Cowboys,45.5,-140.0,120.0,2016,5
12,"October 9, 2016 8:30 PM",at Packers,-7.0,Giants,48.5,255.0,-310.0,2016,5
13,"October 10, 2016 8:30 PM",at Panthers,-5.5,Buccaneers,46.5,200.0,-250.0,2016,5
0,"October 13, 2016 8:25 PM",Broncos,-3.0,at Chargers,44.5,-160.0,140.0,2016,6
1,"October 16, 2016 1:00 PM",Steelers,-7.5,at Dolphins,49.5,-351.0,275.0,2016,6
2,"October 16, 2016 1:00 PM",at Patriots,-7.5,Bengals,48.0,280.0,-350.0,2016,6
3,"October 16, 2016 1:00 PM",Panthers,-2.5,at Saints,53.5,-145.0,125.0,2016,6
4,"October 16, 2016 1:00 PM",at Giants,-3.5,Ravens,42.5,165.0,-200.0,2016,6
5,"October 16, 2016 1:00 PM",at Bills,-7.5,49ers,44.5,280.0,-345.0,2016,6
6,"October 16, 2016 1:00 PM",at Bears,-2.5,Jaguars,46.5,115.0,-135.0,2016,6
7,"October 16, 2016 1:00 PM",at Lions,-2.5,Rams,44.5,125.0,-145.0,2016,6
8,"October 16, 2016 1:00 PM",at Titans,-7.5,Browns,44.5,260.0,-320.0,2016,6
9,"October 16, 2016 1:00 PM",Eagles,-3.0,at Redskins,45.0,-155.0,135.0,2016,6
10,"October 16, 2016 4:05 PM",Chiefs,-2.0,at Raiders,46.5,-130.0,105.0,2016,6
11,"October 16, 2016 4:25 PM",at Seahawks,-6.5,Falcons,45.5,250.0,-300.0,2016,6
12,"October 16, 2016 4:25 PM",at Packers,-5.5,Cowboys,47.5,190.0,-240.0,2016,6
13,"October 16, 2016 8:30 PM",at Texans,-3.0,Colts,48.0,145.0,-165.0,2016,6
14,"October 17, 2016 8:30 PM",at Cardinals,-7.0,Jets,45.5,280.0,-335.0,2016,6
0,"October 20, 2016 8:25 PM",at Packers,-7.5,Bears,46.5,280.0,-350.0,2016,7
1,"October 23, 2016 9:30 AM",Giants,-3.0,at Rams,44.5,-145.0,125.0,2016,7
2,"October 23, 2016 1:00 PM",Bills,-2.5,at Dolphins,46.0,-140.0,120.0,2016,7
3,"October 23, 2016 1:00 PM",at Jets,-2.5,Ravens,40.0,120.0,-141.0,2016,7
4,"October 23, 2016 1:00 PM",Vikings,-3.0,at Eagles,39.0,-157.0,130.0,2016,7
5,"October 23, 2016 1:00 PM",at Bengals,-11.0,Browns,46.5,400.0,-600.0,2016,7
6,"October 23, 2016 1:00 PM",at Jaguars,-2.0,Raiders,48.0,110.0,-130.0,2016,7
7,"October 23, 2016 1:00 PM",at Chiefs,-6.5,Saints,51.5,220.0,-270.0,2016,7
8,"October 23, 2016 1:00 PM",Redskins,-1.0,at Lions,50.0,-105.0,-105.0,2016,7
9,"October 23, 2016 1:00 PM",at Titans,-4.0,Colts,48.5,170.0,-200.0,2016,7
10,"October 23, 2016 4:05 PM",at 49ers,-1.0,Buccaneers,45.0,-105.0,-115.0,2016,7
11,"October 23, 2016 4:05 PM",at Falcons,-4.5,Chargers,53.0,180.0,-222.0,2016,7
12,"October 23, 2016 4:25 PM",Patriots,-7.0,at Steelers,49.5,-333.0,265.0,2016,7
13,"October 23, 2016 8:30 PM",at Cardinals,-1.5,Seahawks,43.0,105.0,-125.0,2016,7
14,"October 24, 2016 8:30 PM",at Broncos,-8.5,Texans,40.0,320.0,-400.0,2016,7
0,"October 27, 2016 8:25 PM",at Titans,-3.0,Jaguars,43.5,130.0,-150.0,2016,8
1,"October 30, 2016 9:30 AM",at Bengals,-3.0,Redskins,49.0,140.0,-160.0,2016,8
2,"October 30, 2016 1:00 PM",Jets,-2.5,at Browns,45.5,-140.0,120.0,2016,8
3,"October 30, 2016 1:00 PM",Patriots,-5.5,at Bills,48.0,-238.0,210.0,2016,8
4,"October 30, 2016 1:00 PM",at Panthers,-2.5,Cardinals,45.5,115.0,-135.0,2016,8
5,"October 30, 2016 1:00 PM",at Texans,-2.0,Lions,46.5,105.0,-125.0,2016,8
6,"October 30, 2016 1:00 PM",Chiefs,-3.0,at Colts,50.5,-143.0,130.0,2016,8
7,"October 30, 2016 1:00 PM",Seahawks,-1.0,at Saints,50.0,-115.0,-105.0,2016,8
8,"October 30, 2016 1:00 PM",at Buccaneers,-0.0,Raiders,48.5,-110.0,-110.0,2016,8
9,"October 30, 2016 4:05 PM",at Broncos,-4.0,Chargers,43.0,170.0,-200.0,2016,8
10,"October 30, 2016 4:25 PM",at Falcons,-3.0,Packers,51.0,140.0,-160.0,2016,8
11,"October 30, 2016 8:30 PM",at Cowboys,-5.0,Eagles,44.0,190.0,-230.0,2016,8
12,"October 31, 2016 8:30 PM",Vikings,-5.0,at Bears,39.5,-240.0,190.0,2016,8
0,"November 3, 2016 8:25 PM",Falcons,-3.5,at Buccaneers,50.5,-180.0,160.0,2016,9
1,"November 6, 2016 1:00 PM",Steelers,-3.0,at Ravens,46.5,-170.0,150.0,2016,9
2,"November 6, 2016 1:00 PM",Cowboys,-7.0,at Browns,49.0,-330.0,260.0,2016,9
3,"November 6, 2016 1:00 PM",at Chiefs,-7.0,Jaguars,43.0,270.0,-330.0,2016,9
4,"November 6, 2016 1:00 PM",at Dolphins,-4.0,Jets,45.5,170.0,-200.0,2016,9
5,"November 6, 2016 1:00 PM",at Vikings,-6.0,Lions,42.5,218.0,-250.0,2016,9
6,"November 6, 2016 1:00 PM",at Giants,-3.0,Eagles,43.0,135.0,-155.0,2016,9
7,"November 6, 2016 4:05 PM",Panthers,-3.0,at Rams,44.5,-156.0,140.0,2016,9
8,"November 6, 2016 4:05 PM",Saints,-5.0,at 49ers,53.0,-230.0,195.0,2016,9
9,"November 6, 2016 4:25 PM",at Chargers,-3.5,Titans,47.5,170.0,-185.0,2016,9
10,"November 6, 2016 4:25 PM",at Packers,-7.5,Colts,52.0,270.0,-345.0,2016,9
11,"November 6, 2016 8:30 PM",at Raiders,-1.0,Broncos,44.5,-105.0,-115.0,2016,9
12,"November 7, 2016 8:30 PM",at Seahawks,-6.0,Bills,43.5,210.0,-260.0,2016,9
0,"November 10, 2016 8:25 PM",at Ravens,-7.5,Browns,44.0,290.0,-350.0,2016,10
1,"November 13, 2016 1:00 PM",at Panthers,-3.0,Chiefs,44.0,145.0,-155.0,2016,10
2,"November 13, 2016 1:00 PM",at Jaguars,-2.5,Texans,42.5,130.0,-150.0,2016,10
3,"November 13, 2016 1:00 PM",at Saints,-3.0,Broncos,49.5,135.0,-155.0,2016,10
4,"November 13, 2016 1:00 PM",Rams,-1.0,at Jets,39.0,-120.0,100.0,2016,10
5,"November 13, 2016 1:00 PM",at Eagles,-1.0,Falcons,49.0,106.0,-125.0,2016,10
6,"November 13, 2016 1:00 PM",Bears,-2.5,at Buccaneers,45.0,-140.0,120.0,2016,10
7,"November 13, 2016 1:00 PM",Packers,-3.0,at Titans,48.5,-149.0,135.0,2016,10
8,"November 13, 2016 1:00 PM",at Redskins,-2.5,Vikings,42.0,125.0,-145.0,2016,10
9,"November 13, 2016 4:05 PM",at Chargers,-4.5,Dolphins,49.0,180.0,-210.0,2016,10
10,"November 13, 2016 4:25 PM",at Steelers,-3.0,Cowboys,50.5,140.0,-160.0,2016,10
11,"November 13, 2016 4:25 PM",at Cardinals,-13.5,49ers,46.5,625.0,-900.0,2016,10
12,"November 13, 2016 8:30 PM",at Patriots,-7.5,Seahawks,49.5,275.0,-350.0,2016,10
13,"November 14, 2016 8:30 PM",Bengals,-1.0,at Giants,49.0,-118.0,-105.0,2016,10
0,"November 17, 2016 8:25 PM",at Panthers,-3.5,Saints,52.5,167.0,-188.0,2016,11
1,"November 20, 2016 1:00 PM",at Bengals,-2.5,Bills,48.0,120.0,-140.0,2016,11
2,"November 20, 2016 1:00 PM",Steelers,-8.5,at Browns,44.5,-400.0,300.0,2016,11
3,"November 20, 2016 1:00 PM",at Cowboys,-7.0,Ravens,44.5,270.0,-300.0,2016,11
4,"November 20, 2016 1:00 PM",at Lions,-5.5,Jaguars,47.0,200.0,-240.0,2016,11
5,"November 20, 2016 1:00 PM",at Colts,-3.0,Titans,53.5,120.0,-145.0,2016,11
6,"November 20, 2016 1:00 PM",at Chiefs,-7.0,Buccaneers,45.0,250.0,-300.0,2016,11
7,"November 20, 2016 1:00 PM",at Vikings,-2.0,Cardinals,40.0,110.0,-130.0,2016,11
8,"November 20, 2016 1:00 PM",at Giants,-7.0,Bears,41.5,240.0,-295.0,2016,11
9,"November 20, 2016 4:05 PM",Dolphins,-1.0,at Rams,38.5,-115.0,-105.0,2016,11
10,"November 20, 2016 4:25 PM",at Seahawks,-6.5,Eagles,43.0,235.0,-275.0,2016,11
11,"November 20, 2016 4:25 PM",Patriots,-11.5,at 49ers,51.5,-588.0,400.0,2016,11
12,"November 20, 2016 8:30 PM",at Redskins,-3.0,Packers,48.0,130.0,-150.0,2016,11
13,"November 21, 2016 8:30 PM",at Raiders,-6.5,Texans,45.5,250.0,-300.0,2016,11
0,"November 24, 2016 12:30 PM",at Lions,-2.5,Vikings,42.5,113.0,-125.0,2016,12
1,"November 24, 2016 4:30 PM",at Cowboys,-5.5,Redskins,52.5,210.0,-250.0,2016,12
2,"November 24, 2016 8:30 PM",Steelers,-8.5,at Colts,50.0,-450.0,330.0,2016,12
3,"November 27, 2016 1:00 PM",at Dolphins,-7.0,49ers,44.5,290.0,-350.0,2016,12
4,"November 27, 2016 1:00 PM",at Saints,-8.0,Rams,44.5,300.0,-400.0,2016,12
5,"November 27, 2016 1:00 PM",Chargers,-2.5,at Texans,46.0,-140.0,120.0,2016,12
6,"November 27, 2016 1:00 PM",at Falcons,-4.0,Cardinals,49.0,160.0,-200.0,2016,12
7,"November 27, 2016 1:00 PM",at Ravens,-3.5,Bengals,41.5,160.0,-180.0,2016,12
8,"November 27, 2016 1:00 PM",at Bills,-8.5,Jaguars,44.0,330.0,-400.0,2016,12
9,"November 27, 2016 1:00 PM",Titans,-6.5,at Bears,42.0,-270.0,230.0,2016,12
10,"November 27, 2016 1:00 PM",Giants,-6.5,at Browns,46.0,-286.0,230.0,2016,12
11,"November 27, 2016 4:05 PM",Seahawks,-5.0,at Buccaneers,46.0,-230.0,190.0,2016,12
12,"November 27, 2016 4:25 PM",Patriots,-9.0,at Jets,48.0,-450.0,350.0,2016,12
13,"November 27, 2016 4:25 PM",at Raiders,-3.5,Panthers,48.0,157.0,-180.0,2016,12
14,"November 27, 2016 8:30 PM",at Broncos,-3.5,Chiefs,40.0,165.0,-190.0,2016,12
15,"November 28, 2016 8:30 PM",at Eagles,-4.0,Packers,47.0,170.0,-200.0,2016,12
0,"December 1, 2016 8:25 PM",Cowboys,-3.0,at Vikings,43.5,-155.0,135.0,2016,13
1,"December 4, 2016 1:00 PM",at Patriots,-13.0,Rams,44.5,600.0,-900.0,2016,13
2,"December 4, 2016 1:00 PM",at Saints,-6.5,Lions,53.5,220.0,-270.0,2016,13
3,"December 4, 2016 1:00 PM",at Falcons,-5.0,Chiefs,50.0,187.0,-217.0,2016,13
4,"December 4, 2016 1:00 PM",at Ravens,-3.5,Dolphins,41.5,160.0,-180.0,2016,13
5,"December 4, 2016 1:00 PM",49ers,-1.0,at Bears,44.0,-120.0,100.0,2016,13
6,"December 4, 2016 1:00 PM",at Bengals,-1.5,Eagles,42.0,105.0,-125.0,2016,13
7,"December 4, 2016 1:00 PM",at Packers,-6.5,Texans,44.5,241.0,-307.0,2016,13
8,"December 4, 2016 1:00 PM",Broncos,-3.5,at Jaguars,38.5,-185.0,165.0,2016,13
9,"December 4, 2016 4:05 PM",at Raiders,-3.0,Bills,48.5,145.0,-165.0,2016,13
10,"December 4, 2016 4:25 PM",at Steelers,-6.5,Giants,50.0,230.0,-300.0,2016,13
11,"December 4, 2016 4:25 PM",at Cardinals,-2.5,Redskins,48.5,115.0,-135.0,2016,13
12,"December 4, 2016 4:25 PM",at Chargers,-3.5,Buccaneers,49.0,155.0,-175.0,2016,13
13,"December 4, 2016 8:30 PM",at Seahawks,-8.0,Panthers,43.5,300.0,-380.0,2016,13
