,date,season,week,team,spread,total,moneyLine,homeOrAway,impliedTotal
2,"December 13, 2015 1:00 PM",2015,14,Panthers,-8.0,45.5,,home,26.75
3,"December 13, 2015 1:00 PM",2015,14,Bears,-4.0,43.5,,home,23.75
4,"December 13, 2015 1:00 PM",2015,14,Bengals,-1.0,49.0,,home,25.0
5,"December 13, 2015 1:00 PM",2015,14,Browns,-2.5,43.0,,home,22.75
6,"December 13, 2015 1:00 PM",2015,14,Jaguars,-1.0,46.0,,home,23.5
7,"December 13, 2015 1:00 PM",2015,14,Chiefs,-11.5,42.0,,home,26.75
9,"December 13, 2015 1:00 PM",2015,14,Jets,-8.0,43.0,,home,25.5
10,"December 13, 2015 1:00 PM",2015,14,Eagles,-1.0,48.0,,home,24.5
11,"December 13, 2015 1:00 PM",2015,14,Buccaneers,-6.0,52.0,,home,29.0
12,"December 13, 2015 4:05 PM",2015,14,Broncos,-6.0,43.0,,home,24.5
13,"December 13, 2015 4:25 PM",2015,14,Packers,-6.0,42.5,,home,24.25
0,"December 17, 2015 8:25 PM",2015,15,Rams,-1.0,41.5,,home,21.25
2,"December 20, 2015 1:00 PM",2015,15,Colts,-1.5,42.0,,home,21.75
3,"December 20, 2015 1:00 PM",2015,15,Jaguars,-2.0,48.0,,home,25.0
4,"December 20, 2015 1:00 PM",2015,15,Vikings,-4.0,44.0,,home,24.0
5,"December 20, 2015 1:00 PM",2015,15,Patriots,-14.5,48.0,,home,31.25
9,"December 20, 2015 4:05 PM",2015,15,Seahawks,-14.5,45.5,,home,30.0
11,"December 20, 2015 4:25 PM",2015,15,Steelers,-7.0,45.5,,home,26.25
13,"December 20, 2015 4:25 PM",2015,15,Chargers,-1.0,46.5,,home,23.75
15,"December 21, 2015 8:30 PM",2015,15,Saints,-2.5,52.0,,home,27.25
0,"December 24, 2015 8:25 PM",2015,16,Raiders,-4.0,45.0,,home,24.5
1,"December 26, 2015 8:25 PM",2015,16,Eagles,-3.0,48.5,,home,25.75
2,"December 27, 2015 1:00 PM",2015,16,Buccaneers,-3.0,44.0,,home,23.5
7,"December 27, 2015 1:00 PM",2015,16,Bills,-6.5,42.0,,home,24.25
8,"December 27, 2015 1:00 PM",2015,16,Lions,-9.0,43.0,,home,26.0
9,"December 27, 2015 1:00 PM",2015,16,Chiefs,-11.5,42.5,,home,27.0
10,"December 27, 2015 1:00 PM",2015,16,Dolphins,-2.5,44.0,,home,23.25
11,"December 27, 2015 4:05 PM",2015,16,Saints,-2.5,53.5,,home,28.0
12,"December 27, 2015 4:25 PM",2015,16,Cardinals,-6.0,50.0,,home,28.0
13,"December 27, 2015 4:25 PM",2015,16,Seahawks,-11.5,41.5,,home,26.5
14,"December 27, 2015 8:30 PM",2015,16,Vikings,-7.0,45.0,,home,26.0
15,"December 28, 2015 8:30 PM",2015,16,Broncos,-4.5,39.5,,home,22.0
1,"January 3, 2016 1:00 PM",2015,17,Bengals,-10.0,40.5,,home,25.25
3,"January 3, 2016 1:00 PM",2015,17,Cowboys,-3.0,41.0,,home,22.0
4,"January 3, 2016 1:00 PM",2015,17,Falcons,-6.0,53.5,,home,29.75
6,"January 3, 2016 1:00 PM",2015,17,Texans,-5.5,45.0,,home,25.25
7,"January 3, 2016 1:00 PM",2015,17,Colts,-5.0,39.0,,home,22.0
9,"January 3, 2016 1:00 PM",2015,17,Giants,-3.5,51.0,,home,27.25
11,"January 3, 2016 4:25 PM",2015,17,Cardinals,-6.0,47.0,,home,26.5
12,"January 3, 2016 4:25 PM",2015,17,Chiefs,-6.5,43.5,,home,25.0
13,"January 3, 2016 4:25 PM",2015,17,Panthers,-10.0,44.5,,home,27.25
14,"January 3, 2016 4:25 PM",2015,17,Broncos,-10.0,42.0,,home,26.0
15,"January 3, 2016 8:30 PM",2015,17,Packers,-3.0,44.0,,home,23.5
1,"September 11, 2016 1:00 PM",2016,1,Texans,-6.0,42.5,-260.0,home,24.25
2,"September 11, 2016 1:00 PM",2016,1,Falcons,-3.0,47.0,-135.0,home,25.0
3,"September 11, 2016 1:00 PM",2016,1,Ravens,-3.0,45.0,-150.0,home,24.0
5,"September 11, 2016 1:00 PM",2016,1,Chiefs,-7.0,46.0,-280.0,home,26.5
6,"September 11, 2016 1:00 PM",2016,1,Saints,-3.0,51.0,-150.0,home,27.0
8,"September 11, 2016 1:00 PM",2016,1,Eagles,-4.0,41.5,-190.0,home,22.75
10,"September 11, 2016 4:05 PM",2016,1,Seahawks,-10.5,43.5,-500.0,home,27.0
12,"September 11, 2016 4:25 PM",2016,1,Colts,-3.0,51.5,-150.0,home,27.25
13,"September 11, 2016 8:30 PM",2016,1,Cardinals,-9.0,45.0,-400.0,home,27.0
0,"September 15, 2016 8:25 PM",2016,2,Bills,-1.0,40.5,-115.0,home,20.75
1,"September 18, 2016 1:00 PM",2016,2,Panthers,-12.0,44.5,-625.0,home,28.25
3,"September 18, 2016 1:00 PM",2016,2,Lions,-6.0,48.0,-270.0,home,27.0
4,"September 18, 2016 1:00 PM",2016,2,Texans,-1.0,42.0,-115.0,home,21.5
5,"September 18, 2016 1:00 PM",2016,2,Patriots,-5.5,42.5,-250.0,home,24.0
6,"September 18, 2016 1:00 PM",2016,2,Giants,-3.5,54.0,-185.0,home,28.75
7,"September 18, 2016 1:00 PM",2016,2,Steelers,-3.0,48.5,-165.0,home,25.75
8,"September 18, 2016 1:00 PM",2016,2,Redskins,-3.5,47.0,-180.0,home,25.25
9,"September 18, 2016 4:05 PM",2016,2,Cardinals,-7.0,49.5,-330.0,home,28.25
11,"September 18, 2016 4:25 PM",2016,2,Chargers,-3.0,47.5,-150.0,home,25.25
12,"September 18, 2016 4:25 PM",2016,2,Broncos,-6.5,47.0,-280.0,home,26.75
13,"September 18, 2016 4:25 PM",2016,2,Raiders,-4.0,47.5,-200.0,home,25.75
15,"September 19, 2016 8:30 PM",2016,2,Bears,-3.0,43.0,-160.0,home,23.0
0,"September 22, 2016 8:25 PM",2016,3,Patriots,-1.0,39.5,-115.0,home,20.25
1,"September 25, 2016 1:00 PM",2016,3,Giants,-3.5,47.0,-180.0,home,25.25
2,"September 25, 2016 1:00 PM",2016,3,Dolphins,-10.0,42.0,-450.0,home,26.0
5,"September 25, 2016 1:00 PM",2016,3,Panthers,-6.0,43.0,-270.0,home,24.5
6,"September 25, 2016 1:00 PM",2016,3,Bengals,-3.5,41.5,-185.0,home,22.5
7,"September 25, 2016 1:00 PM",2016,3,Packers,-6.0,47.5,-275.0,home,26.75
9,"September 25, 2016 4:05 PM",2016,3,Seahawks,-10.0,42.0,-450.0,home,26.0
10,"September 25, 2016 4:05 PM",2016,3,Buccaneers,-3.5,40.5,-179.0,home,22.0
12,"September 25, 2016 4:25 PM",2016,3,Chiefs,-3.0,44.0,-165.0,home,23.5
13,"September 25, 2016 4:25 PM",2016,3,Colts,-1.5,51.0,-125.0,home,26.25
14,"September 25, 2016 8:30 PM",2016,3,Cowboys,-6.5,45.0,-265.0,home,25.75
15,"September 26, 2016 8:30 PM",2016,3,Saints,-3.0,54.0,-151.0,home,28.5
0,"September 29, 2016 8:25 PM",2016,4,Bengals,-7.5,46.0,-380.0,home,26.75
2,"October 2, 2016 1:00 PM",2016,4,Patriots,-3.5,41.0,-200.0,home,22.25
4,"October 2, 2016 1:00 PM",2016,4,Texans,-4.0,40.0,-200.0,home,22.0
6,"October 2, 2016 1:00 PM",2016,4,Ravens,-3.5,45.0,-175.0,home,24.25
8,"October 2, 2016 1:00 PM",2016,4,Redskins,-7.5,47.5,-350.0,home,27.5
10,"October 2, 2016 4:25 PM",2016,4,Cardinals,-9.5,43.5,-440.0,home,26.5
12,"October 2, 2016 4:25 PM",2016,4,Chargers,-3.5,54.0,-185.0,home,28.75
13,"October 2, 2016 8:30 PM",2016,4,Steelers,-3.5,48.5,-180.0,home,26.0
14,"October 3, 2016 8:30 PM",2016,4,Vikings,-3.5,42.5,-175.0,home,23.0
1,"October 9, 2016 1:00 PM",2016,5,Dolphins,-2.5,44.0,-140.0,home,23.25
2,"October 9, 2016 1:00 PM",2016,5,Vikings,-6.0,38.5,-270.0,home,22.25
3,"October 9, 2016 1:00 PM",2016,5,Steelers,-9.0,50.0,-400.0,home,29.5
4,"October 9, 2016 1:00 PM",2016,5,Ravens,-3.5,44.0,-200.0,home,23.75
7,"October 9, 2016 1:00 PM",2016,5,Colts,-3.5,47.5,-200.0,home,25.5
8,"October 9, 2016 4:05 PM",2016,5,Broncos,-4.0,44.5,-200.0,home,24.25
9,"October 9, 2016 4:25 PM",2016,5,Raiders,-3.5,50.5,-200.0,home,27.0
12,"October 9, 2016 8:30 PM",2016,5,Packers,-7.0,48.5,-310.0,home,27.75
13,"October 10, 2016 8:30 PM",2016,5,Panthers,-5.5,46.5,-250.0,home,26.0
2,"October 16, 2016 1:00 PM",2016,6,Patriots,-7.5,48.0,-350.0,home,27.75
4,"October 16, 2016 1:00 PM",2016,6,Giants,-3.5,42.5,-200.0,home,23.0
5,"October 16, 2016 1:00 PM",2016,6,Bills,-7.5,44.5,-345.0,home,26.0
6,"October 16, 2016 1:00 PM",2016,6,Bears,-2.5,46.5,-135.0,home,24.5
7,"October 16, 2016 1:00 PM",2016,6,Lions,-2.5,44.5,-145.0,home,23.5
8,"October 16, 2016 1:00 PM",2016,6,Titans,-7.5,44.5,-320.0,home,26.0
11,"October 16, 2016 4:25 PM",2016,6,Seahawks,-6.5,45.5,-300.0,home,26.0
12,"October 16, 2016 4:25 PM",2016,6,Packers,-5.5,47.5,-240.0,home,26.5
13,"October 16, 2016 8:30 PM",2016,6,Texans,-3.0,48.0,-165.0,home,25.5
14,"October 17, 2016 8:30 PM",2016,6,Cardinals,-7.0,45.5,-335.0,home,26.25
0,"October 20, 2016 8:25 PM",2016,7,Packers,-7.5,46.5,-350.0,home,27.0
3,"October 23, 2016 1:00 PM",2016,7,Jets,-2.5,40.0,-141.0,home,21.25
5,"October 23, 2016 1:00 PM",2016,7,Bengals,-11.0,46.5,-600.0,home,28.75
6,"October 23, 2016 1:00 PM",2016,7,Jaguars,-2.0,48.0,-130.0,home,25.0
7,"October 23, 2016 1:00 PM",2016,7,Chiefs,-6.5,51.5,-270.0,home,29.0
9,"October 23, 2016 1:00 PM",2016,7,Titans,-4.0,48.5,-200.0,home,26.25
10,"October 23, 2016 4:05 PM",2016,7,49ers,-1.0,45.0,-115.0,home,23.0
11,"October 23, 2016 4:05 PM",2016,7,Falcons,-4.5,53.0,-222.0,home,28.75
13,"October 23, 2016 8:30 PM",2016,7,Cardinals,-1.5,43.0,-125.0,home,22.25
14,"October 24, 2016 8:30 PM",2016,7,Broncos,-8.5,40.0,-400.0,home,24.25
0,"October 27, 2016 8:25 PM",2016,8,Titans,-3.0,43.5,-150.0,home,23.25
1,"October 30, 2016 9:30 AM",2016,8,Bengals,-3.0,49.0,-160.0,home,26.0
4,"October 30, 2016 1:00 PM",2016,8,Panthers,-2.5,45.5,-135.0,home,24.0
5,"October 30, 2016 1:00 PM",2016,8,Texans,-2.0,46.5,-125.0,home,24.25
8,"October 30, 2016 1:00 PM",2016,8,Buccaneers,-0.0,48.5,-110.0,home,24.25
9,"October 30, 2016 4:05 PM",2016,8,Broncos,-4.0,43.0,-200.0,home,23.5
10,"October 30, 2016 4:25 PM",2016,8,Falcons,-3.0,51.0,-160.0,home,27.0
11,"October 30, 2016 8:30 PM",2016,8,Cowboys,-5.0,44.0,-230.0,home,24.5
3,"November 6, 2016 1:00 PM",2016,9,Chiefs,-7.0,43.0,-330.0,home,25.0
4,"November 6, 2016 1:00 PM",2016,9,Dolphins,-4.0,45.5,-200.0,home,24.75
5,"November 6, 2016 1:00 PM",2016,9,Vikings,-6.0,42.5,-250.0,home,24.25
6,"November 6, 2016 1:00 PM",2016,9,Giants,-3.0,43.0,-155.0,home,23.0
9,"November 6, 2016 4:25 PM",2016,9,Chargers,-3.5,47.5,-185.0,home,25.5
10,"November 6, 2016 4:25 PM",2016,9,Packers,-7.5,52.0,-345.0,home,29.75
11,"November 6, 2016 8:30 PM",2016,9,Raiders,-1.0,44.5,-115.0,home,22.75
12,"November 7, 2016 8:30 PM",2016,9,Seahawks,-6.0,43.5,-260.0,home,24.75
0,"November 10, 2016 8:25 PM",2016,10,Ravens,-7.5,44.0,-350.0,home,25.75
1,"November 13, 2016 1:00 PM",2016,10,Panthers,-3.0,44.0,-155.0,home,23.5
2,"November 13, 2016 1:00 PM",2016,10,Jaguars,-2.5,42.5,-150.0,home,22.5
3,"November 13, 2016 1:00 PM",2016,10,Saints,-3.0,49.5,-155.0,home,26.25
5,"November 13, 2016 1:00 PM",2016,10,Eagles,-1.0,49.0,-125.0,home,25.0
8,"November 13, 2016 1:00 PM",2016,10,Redskins,-2.5,42.0,-145.0,home,22.25
9,"November 13, 2016 4:05 PM",2016,10,Chargers,-4.5,49.0,-210.0,home,26.75
10,"November 13, 2016 4:25 PM",2016,10,Steelers,-3.0,50.5,-160.0,home,26.75
11,"November 13, 2016 4:25 PM",2016,10,Cardinals,-13.5,46.5,-900.0,home,30.0
12,"November 13, 2016 8:30 PM",2016,10,Patriots,-7.5,49.5,-350.0,home,28.5
0,"November 17, 2016 8:25 PM",2016,11,Panthers,-3.5,52.5,-188.0,home,28.0
1,"November 20, 2016 1:00 PM",2016,11,Bengals,-2.5,48.0,-140.0,home,25.25
3,"November 20, 2016 1:00 PM",2016,11,Cowboys,-7.0,44.5,-300.0,home,25.75
4,"November 20, 2016 1:00 PM",2016,11,Lions,-5.5,47.0,-240.0,home,26.25
5,"November 20, 2016 1:00 PM",2016,11,Colts,-3.0,53.5,-145.0,home,28.25
6,"November 20, 2016 1:00 PM",2016,11,Chiefs,-7.0,45.0,-300.0,home,26.0
7,"November 20, 2016 1:00 PM",2016,11,Vikings,-2.0,40.0,-130.0,home,21.0
8,"November 20, 2016 1:00 PM",2016,11,Giants,-7.0,41.5,-295.0,home,24.25
10,"November 20, 2016 4:25 PM",2016,11,Seahawks,-6.5,43.0,-275.0,home,24.75
12,"November 20, 2016 8:30 PM",2016,11,Redskins,-3.0,48.0,-150.0,home,25.5
13,"November 21, 2016 8:30 PM",2016,11,Raiders,-6.5,45.5,-300.0,home,26.0
0,"November 24, 2016 12:30 PM",2016,12,Lions,-2.5,42.5,-125.0,home,22.5
1,"November 24, 2016 4:30 PM",2016,12,Cowboys,-5.5,52.5,-250.0,home,29.0
3,"November 27, 2016 1:00 PM",2016,12,Dolphins,-7.0,44.5,-350.0,home,25.75
4,"November 27, 2016 1:00 PM",2016,12,Saints,-8.0,44.5,-400.0,home,26.25
6,"November 27, 2016 1:00 PM",2016,12,Falcons,-4.0,49.0,-200.0,home,26.5
7,"November 27, 2016 1:00 PM",2016,12,Ravens,-3.5,41.5,-180.0,home,22.5
8,"November 27, 2016 1:00 PM",2016,12,Bills,-8.5,44.0,-400.0,home,26.25
13,"November 27, 2016 4:25 PM",2016,12,Raiders,-3.5,48.0,-180.0,home,25.75
14,"November 27, 2016 8:30 PM",2016,12,Broncos,-3.5,40.0,-190.0,home,21.75
15,"November 28, 2016 8:30 PM",2016,12,Eagles,-4.0,47.0,-200.0,home,25.5
1,"December 4, 2016 1:00 PM",2016,13,Patriots,-13.0,44.5,-900.0,home,28.75
2,"December 4, 2016 1:00 PM",2016,13,Saints,-6.5,53.5,-270.0,home,30.0
3,"December 4, 2016 1:00 PM",2016,13,Falcons,-5.0,50.0,-217.0,home,27.5
4,"December 4, 2016 1:00 PM",2016,13,Ravens,-3.5,41.5,-180.0,home,22.5
6,"December 4, 2016 1:00 PM",2016,13,Bengals,-1.5,42.0,-125.0,home,21.75
7,"December 4, 2016 1:00 PM",2016,13,Packers,-6.5,44.5,-307.0,home,25.5
9,"December 4, 2016 4:05 PM",2016,13,Raiders,-3.0,48.5,-165.0,home,25.75
10,"December 4, 2016 4:25 PM",2016,13,Steelers,-6.5,50.0,-300.0,home,28.25
11,"December 4, 2016 4:25 PM",2016,13,Cardinals,-2.5,48.5,-135.0,home,25.5
12,"December 4, 2016 4:25 PM",2016,13,Chargers,-3.5,49.0,-175.0,home,26.25
13,"December 4, 2016 8:30 PM",2016,13,Seahawks,-8.0,43.5,-380.0,home,25.75
14,"December 5, 2016 8:30 PM",2016,13,Jets,-1.5,48.5,-125.0,home,25.0
0,"December 8, 2016 8:25 PM",2016,14,Chiefs,-3.5,46.0,-200.0,home,24.75
1,"December 11, 2016 1:00 PM",2016,14,Colts,-6.5,47.5,-280.0,home,27.0
4,"December 11, 2016 1:00 PM",2016,14,Panthers,-1.0,48.5,-120.0,home,24.75
6,"December 11, 2016 1:00 PM",2016,14,Lions,-7.5,42.0,-350.0,home,24.75
9,"December 11, 2016 1:00 PM",2016,14,Titans,-2.0,44.0,-130.0,home,23.0
10,"December 11, 2016 4:05 PM",2016,14,49ers,-2.5,43.0,-145.0,home,22.75
11,"December 11, 2016 4:25 PM",2016,14,Buccaneers,-2.5,51.5,-135.0,home,27.0
15,"December 12, 2016 8:30 PM",2016,14,Patriots,-6.5,45.0,-275.0,home,25.75
0,"December 15, 2016 8:25 PM",2016,15,Seahawks,-15.5,39.5,-1600.0,home,27.5
2,"December 18, 2016 1:00 PM",2016,15,Vikings,-5.5,45.0,-240.0,home,25.25
3,"December 18, 2016 1:00 PM",2016,15,Giants,-4.0,41.5,-200.0,home,22.75
4,"December 18, 2016 1:00 PM",2016,15,Ravens,-5.0,41.0,-240.0,home,23.0
5,"December 18, 2016 1:00 PM",2016,15,Bills,-10.5,43.0,-500.0,home,26.75
8,"December 18, 2016 1:00 PM",2016,15,Texans,-3.5,39.5,-189.0,home,21.5
9,"December 18, 2016 1:00 PM",2016,15,Chiefs,-6.0,42.5,-260.0,home,24.25
10,"December 18, 2016 4:05 PM",2016,15,Cardinals,-3.0,48.0,-160.0,home,25.5
11,"December 18, 2016 4:05 PM",2016,15,Falcons,-14.0,51.5,-1100.0,home,32.75
14,"December 18, 2016 8:30 PM",2016,15,Cowboys,-6.5,47.5,-300.0,home,27.0
15,"December 19, 2016 8:30 PM",2016,15,Redskins,-7.0,50.5,-320.0,home,28.75
0,"December 22, 2016 8:25 PM",2016,16,Eagles,-1.0,42.5,-110.0,home,21.75
1,"December 24, 2016 1:00 PM",2016,16,Patriots,-17.0,45.0,-2000.0,home,31.0
2,"December 24, 2016 1:00 PM",2016,16,Bills,-4.5,44.0,-220.0,home,24.25
6,"December 24, 2016 1:00 PM",2016,16,Packers,-6.5,44.5,-295.0,home,25.5
8,"December 24, 2016 4:05 PM",2016,16,Raiders,-3.5,51.5,-185.0,home,27.5
9,"December 24, 2016 4:25 PM",2016,16,Rams,-5.0,39.5,-240.0,home,22.25
10,"December 24, 2016 4:25 PM",2016,16,Saints,-3.0,53.0,-175.0,home,28.0
11,"December 24, 2016 4:25 PM",2016,16,Seahawks,-8.0,43.5,-400.0,home,25.75
12,"December 24, 2016 8:25 PM",2016,16,Texans,-3.0,41.5,-155.0,home,22.25
13,"December 25, 2016 4:30 PM",2016,16,Steelers,-6.0,46.5,-300.0,home,26.25
14,"December 25, 2016 8:30 PM",2016,16,Chiefs,-3.5,37.5,-185.0,home,20.5
15,"December 26, 2016 8:30 PM",2016,16,Cowboys,-6.5,46.5,-265.0,home,26.5
1,"January 1, 2017 1:00 PM",2016,17,Colts,-5.5,48.5,-260.0,home,27.0
3,"January 1, 2017 1:00 PM",2016,17,Vikings,-6.5,43.5,-260.0,home,25.0
5,"January 1, 2017 1:00 PM",2016,17,Eagles,-6.5,44.0,-270.0,home,25.25
6,"January 1, 2017 1:00 PM",2016,17,Steelers,-3.0,41.5,-155.0,home,22.25
7,"January 1, 2017 1:00 PM",2016,17,Buccaneers,-3.0,44.5,-155.0,home,23.75
8,"January 1, 2017 1:00 PM",2016,17,Titans,-3.0,41.0,-160.0,home,22.0
9,"January 1, 2017 4:25 PM",2016,17,Redskins,-7.5,47.5,-360.0,home,27.5
10,"January 1, 2017 4:25 PM",2016,17,Falcons,-7.5,58.5,-350.0,home,33.0
14,"January 1, 2017 4:25 PM",2016,17,Broncos,-1.0,40.0,-115.0,home,20.5
0,"September 7, 2017 8:30 PM",2017,1,Patriots,-9.0,48.0,-450.0,home,28.5
2,"September 10, 2017 1:00 PM",2017,1,Titans,-2.5,50.5,-137.0,home,26.5
4,"September 10, 2017 1:00 PM",2017,1,Bills,-7.5,42.5,-360.0,home,25.0
6,"September 10, 2017 1:00 PM",2017,1,Bengals,-2.5,41.5,-135.0,home,22.0
9,"September 10, 2017 1:00 PM",2017,1,Texans,-6.0,37.5,-230.0,home,21.75
10,"September 10, 2017 4:05 PM",2017,1,Rams,-3.0,41.5,-178.0,home,22.25
11,"September 10, 2017 4:25 PM",2017,1,Packers,-2.5,49.5,-130.0,home,26.0
13,"September 10, 2017 8:30 PM",2017,1,Cowboys,-5.5,46.0,-235.0,home,25.75
14,"September 11, 2017 7:10 PM",2017,1,Vikings,-3.0,47.5,-165.0,home,25.25
15,"September 11, 2017 10:20 PM",2017,1,Broncos,-3.0,42.0,-143.0,home,22.5
0,"September 14, 2017 8:25 PM",2017,2,Bengals,-5.5,38.5,-220.0,home,22.0
1,"September 17, 2017 1:00 PM",2017,2,Ravens,-7.5,39.5,-325.0,home,23.5
2,"September 17, 2017 1:00 PM",2017,2,Panthers,-6.5,43.5,-270.0,home,25.0
5,"September 17, 2017 1:00 PM",2017,2,Chiefs,-4.0,46.5,-190.0,home,25.25
7,"September 17, 2017 1:00 PM",2017,2,Steelers,-8.5,43.0,-355.0,home,25.75
8,"September 17, 2017 1:00 PM",2017,2,Buccaneers,-7.0,44.0,-305.0,home,25.5
9,"September 17, 2017 4:05 PM",2017,2,Raiders,-14.0,43.5,-900.0,home,28.75
10,"September 17, 2017 4:05 PM",2017,2,Chargers,-3.5,46.5,-178.0,home,25.0
11,"September 17, 2017 4:25 PM",2017,2,Rams,-3.0,46.5,-150.0,home,24.75
13,"September 17, 2017 4:25 PM",2017,2,Seahawks,-13.5,41.5,-925.0,home,27.5
14,"September 17, 2017 8:30 PM",2017,2,Falcons,-3.0,54.5,-168.0,home,28.75
15,"September 18, 2017 8:30 PM",2017,2,Giants,-3.0,42.5,-160.0,home,22.75
4,"September 24, 2017 1:00 PM",2017,3,Panthers,-5.0,46.5,-225.0,home,25.75
8,"September 24, 2017 1:00 PM",2017,3,Patriots,-13.5,44.5,-900.0,home,29.0
10,"September 24, 2017 1:00 PM",2017,3,Eagles,-5.0,42.0,-215.0,home,23.5
11,"September 24, 2017 4:05 PM",2017,3,Titans,-2.5,41.5,-128.0,home,22.0
12,"September 24, 2017 4:25 PM",2017,3,Packers,-7.0,47.5,-330.0,home,27.25
0,"September 28, 2017 8:25 PM",2017,4,Packers,-7.0,44.0,-345.0,home,25.5
2,"October 1, 2017 1:00 PM",2017,4,Vikings,-2.5,43.5,-145.0,home,23.0
3,"October 1, 2017 1:00 PM",2017,4,Patriots,-9.0,48.0,-460.0,home,28.5
6,"October 1, 2017 1:00 PM",2017,4,Falcons,-8.0,48.0,-365.0,home,28.0
9,"October 1, 2017 1:00 PM",2017,4,Cowboys,-5.5,50.5,-235.0,home,28.0
10,"October 1, 2017 4:05 PM",2017,4,Cardinals,-6.5,43.5,-255.0,home,25.0
11,"October 1, 2017 4:05 PM",2017,4,Chargers,-2.0,48.0,-126.0,home,25.0
12,"October 1, 2017 4:05 PM",2017,4,Buccaneers,-2.5,45.5,-130.0,home,24.0
13,"October 1, 2017 4:25 PM",2017,4,Broncos,-3.5,43.5,-185.0,home,23.5
14,"October 1, 2017 8:30 PM",2017,4,Seahawks,-12.0,41.5,-825.0,home,26.75
15,"October 2, 2017 8:30 PM",2017,4,Chiefs,-6.5,48.0,-290.0,home,27.25
1,"October 8, 2017 1:00 PM",2017,5,Eagles,-6.0,44.5,-250.0,home,25.25
2,"October 8, 2017 1:00 PM",2017,5,Steelers,-7.0,41.0,-310.0,home,24.0
3,"October 8, 2017 1:00 PM",2017,5,Bengals,-3.0,39.5,-150.0,home,21.25
5,"October 8, 2017 1:00 PM",2017,5,Lions,-2.0,41.5,-123.0,home,21.75
8,"October 8, 2017 1:00 PM",2017,5,Giants,-3.0,45.5,-160.0,home,24.25
9,"October 8, 2017 4:05 PM",2017,5,Raiders,-3.0,40.5,-150.0,home,21.75
10,"October 8, 2017 4:05 PM",2017,5,Rams,-2.0,46.5,-123.0,home,24.25
11,"October 8, 2017 4:25 PM",2017,5,Cowboys,-2.5,52.0,-133.0,home,27.25
0,"October 12, 2017 8:25 PM",2017,6,Panthers,-3.0,44.0,-145.0,home,23.5
1,"October 15, 2017 1:00 PM",2017,6,Falcons,-14.0,46.0,-870.0,home,30.0
2,"October 15, 2017 1:00 PM",2017,6,Ravens,-5.0,39.5,-210.0,home,22.25
4,"October 15, 2017 1:00 PM",2017,6,Saints,-5.5,50.5,-230.0,home,28.0
6,"October 15, 2017 1:00 PM",2017,6,Texans,-7.0,46.0,-340.0,home,26.5
7,"October 15, 2017 1:00 PM",2017,6,Redskins,-11.5,46.5,-560.0,home,29.0
10,"October 15, 2017 4:25 PM",2017,6,Chiefs,-3.5,46.0,-180.0,home,24.75
11,"October 15, 2017 4:25 PM",2017,6,Raiders,-3.0,48.0,-155.0,home,25.5
12,"October 15, 2017 8:30 PM",2017,6,Broncos,-13.5,37.5,-735.0,home,25.5
13,"October 16, 2017 8:30 PM",2017,6,Titans,-6.5,46.0,-270.0,home,26.25
1,"October 22, 2017 1:00 PM",2017,7,Bills,-3.0,46.5,-165.0,home,24.75
6,"October 22, 2017 1:00 PM",2017,7,Rams,-3.0,45.5,-160.0,home,24.25
7,"October 22, 2017 1:00 PM",2017,7,Dolphins,-3.0,40.0,-155.0,home,21.5
8,"October 22, 2017 1:00 PM",2017,7,Vikings,-5.5,37.5,-230.0,home,21.5
11,"October 22, 2017 4:25 PM",2017,7,Steelers,-4.5,40.0,-210.0,home,22.25
13,"October 22, 2017 8:30 PM",2017,7,Patriots,-2.5,56.5,-140.0,home,29.5
14,"October 23, 2017 8:30 PM",2017,7,Eagles,-5.5,48.5,-225.0,home,27.0
0,"October 26, 2017 8:25 PM",2017,8,Ravens,-3.0,38.0,-150.0,home,20.5
2,"October 29, 2017 1:00 PM",2017,8,Bills,-2.0,47.5,-122.0,home,24.75
3,"October 29, 2017 1:00 PM",2017,8,Bengals,-10.5,44.0,-475.0,home,27.25
4,"October 29, 2017 1:00 PM",2017,8,Patriots,-6.5,49.0,-265.0,home,27.75
5,"October 29, 2017 1:00 PM",2017,8,Saints,-7.5,46.0,-355.0,home,26.75
7,"October 29, 2017 1:00 PM",2017,8,Eagles,-12.5,45.0,-750.0,home,28.75
9,"October 29, 2017 4:05 PM",2017,8,Seahawks,-6.0,45.0,-260.0,home,25.5
12,"October 30, 2017 8:30 PM",2017,8,Chiefs,-7.0,42.0,-315.0,home,24.5
1,"November 5, 2017 1:00 PM",2017,9,Eagles,-7.0,41.0,-295.0,home,24.0
3,"November 5, 2017 1:00 PM",2017,9,Texans,-6.0,45.0,-245.0,home,25.5
4,"November 5, 2017 1:00 PM",2017,9,Jaguars,-6.0,38.0,-235.0,home,22.0
5,"November 5, 2017 1:00 PM",2017,9,Saints,-6.5,54.5,-300.0,home,30.5
7,"November 5, 2017 1:00 PM",2017,9,Titans,-3.0,41.0,-160.0,home,22.0
8,"November 5, 2017 4:05 PM",2017,9,Seahawks,-8.0,44.0,-375.0,home,26.0
10,"November 5, 2017 4:25 PM",2017,9,Cowboys,-2.5,53.0,-130.0,home,27.75
2,"November 12, 2017 1:00 PM",2017,10,Lions,-10.0,42.5,-480.0,home,26.25
4,"November 12, 2017 1:00 PM",2017,10,Jaguars,-5.0,41.0,-215.0,home,23.0
