,date,season,week,team,spread,total,moneyLine,homeOrAway,impliedTotal
10,"October 30, 2016 4:25 PM",2016,8,Packers,3.0,51.0,140.0,away,24.0
11,"October 30, 2016 8:30 PM",2016,8,Eagles,5.0,44.0,190.0,away,19.5
3,"November 6, 2016 1:00 PM",2016,9,Jaguars,7.0,43.0,270.0,away,18.0
4,"November 6, 2016 1:00 PM",2016,9,Jets,4.0,45.5,170.0,away,20.75
5,"November 6, 2016 1:00 PM",2016,9,Lions,6.0,42.5,218.0,away,18.25
6,"November 6, 2016 1:00 PM",2016,9,Eagles,3.0,43.0,135.0,away,20.0
9,"November 6, 2016 4:25 PM",2016,9,Titans,3.5,47.5,170.0,away,22.0
10,"November 6, 2016 4:25 PM",2016,9,Colts,7.5,52.0,270.0,away,22.25
11,"November 6, 2016 8:30 PM",2016,9,Broncos,1.0,44.5,-105.0,away,21.75
12,"November 7, 2016 8:30 PM",2016,9,Bills,6.0,43.5,210.0,away,18.75
0,"November 10, 2016 8:25 PM",2016,10,Browns,7.5,44.0,290.0,away,18.25
1,"November 13, 2016 1:00 PM",2016,10,Chiefs,3.0,44.0,145.0,away,20.5
2,"November 13, 2016 1:00 PM",2016,10,Texans,2.5,42.5,130.0,away,20.0
3,"November 13, 2016 1:00 PM",2016,10,Broncos,3.0,49.5,135.0,away,23.25
5,"November 13, 2016 1:00 PM",2016,10,Falcons,1.0,49.0,106.0,away,24.0
8,"November 13, 2016 1:00 PM",2016,10,Vikings,2.5,42.0,125.0,away,19.75
9,"November 13, 2016 4:05 PM",2016,10,Dolphins,4.5,49.0,180.0,away,22.25
10,"November 13, 2016 4:25 PM",2016,10,Cowboys,3.0,50.5,140.0,away,23.75
11,"November 13, 2016 4:25 PM",2016,10,49ers,13.5,46.5,625.0,away,16.5
12,"November 13, 2016 8:30 PM",2016,10,Seahawks,7.5,49.5,275.0,away,21.0
0,"November 17, 2016 8:25 PM",2016,11,Saints,3.5,52.5,167.0,away,24.5
1,"November 20, 2016 1:00 PM",2016,11,Bills,2.5,48.0,120.0,away,22.75
3,"November 20, 2016 1:00 PM",2016,11,Ravens,7.0,44.5,270.0,away,18.75
4,"November 20, 2016 1:00 PM",2016,11,Jaguars,5.5,47.0,200.0,away,20.75
5,"November 20, 2016 1:00 PM",2016,11,Titans,3.0,53.5,120.0,away,25.25
6,"November 20, 2016 1:00 PM",2016,11,Buccaneers,7.0,45.0,250.0,away,19.0
7,"November 20, 2016 1:00 PM",2016,11,Cardinals,2.0,40.0,110.0,away,19.0
8,"November 20, 2016 1:00 PM",2016,11,Bears,7.0,41.5,240.0,away,17.25
10,"November 20, 2016 4:25 PM",2016,11,Eagles,6.5,43.0,235.0,away,18.25
12,"November 20, 2016 8:30 PM",2016,11,Packers,3.0,48.0,130.0,away,22.5
13,"November 21, 2016 8:30 PM",2016,11,Texans,6.5,45.5,250.0,away,19.5
0,"November 24, 2016 12:30 PM",2016,12,Vikings,2.5,42.5,113.0,away,20.0
1,"November 24, 2016 4:30 PM",2016,12,Redskins,5.5,52.5,210.0,away,23.5
3,"November 27, 2016 1:00 PM",2016,12,49ers,7.0,44.5,290.0,away,18.75
4,"November 27, 2016 1:00 PM",2016,12,Rams,8.0,44.5,300.0,away,18.25
6,"November 27, 2016 1:00 PM",2016,12,Cardinals,4.0,49.0,160.0,away,22.5
7,"November 27, 2016 1:00 PM",2016,12,Bengals,3.5,41.5,160.0,away,19.0
8,"November 27, 2016 1:00 PM",2016,12,Jaguars,8.5,44.0,330.0,away,17.75
13,"November 27, 2016 4:25 PM",2016,12,Panthers,3.5,48.0,157.0,away,22.25
14,"November 27, 2016 8:30 PM",2016,12,Chiefs,3.5,40.0,165.0,away,18.25
15,"November 28, 2016 8:30 PM",2016,12,Packers,4.0,47.0,170.0,away,21.5
1,"December 4, 2016 1:00 PM",2016,13,Rams,13.0,44.5,600.0,away,15.75
2,"December 4, 2016 1:00 PM",2016,13,Lions,6.5,53.5,220.0,away,23.5
3,"December 4, 2016 1:00 PM",2016,13,Chiefs,5.0,50.0,187.0,away,22.5
4,"December 4, 2016 1:00 PM",2016,13,Dolphins,3.5,41.5,160.0,away,19.0
6,"December 4, 2016 1:00 PM",2016,13,Eagles,1.5,42.0,105.0,away,20.25
7,"December 4, 2016 1:00 PM",2016,13,Texans,6.5,44.5,241.0,away,19.0
9,"December 4, 2016 4:05 PM",2016,13,Bills,3.0,48.5,145.0,away,22.75
10,"December 4, 2016 4:25 PM",2016,13,Giants,6.5,50.0,230.0,away,21.75
11,"December 4, 2016 4:25 PM",2016,13,Redskins,2.5,48.5,115.0,away,23.0
12,"December 4, 2016 4:25 PM",2016,13,Buccaneers,3.5,49.0,155.0,away,22.75
13,"December 4, 2016 8:30 PM",2016,13,Panthers,8.0,43.5,300.0,away,17.75
14,"December 5, 2016 8:30 PM",2016,13,Colts,1.5,48.5,100.0,away,23.5
0,"December 8, 2016 8:25 PM",2016,14,Raiders,3.5,46.0,163.0,away,21.25
1,"December 11, 2016 1:00 PM",2016,14,Texans,6.5,47.5,220.0,away,20.5
4,"December 11, 2016 1:00 PM",2016,14,Chargers,1.0,48.5,100.0,away,23.75
6,"December 11, 2016 1:00 PM",2016,14,Bears,7.5,42.0,280.0,away,17.25
9,"December 11, 2016 1:00 PM",2016,14,Broncos,2.0,44.0,110.0,away,21.0
10,"December 11, 2016 4:05 PM",2016,14,Jets,2.5,43.0,135.0,away,20.25
11,"December 11, 2016 4:25 PM",2016,14,Saints,2.5,51.5,115.0,away,24.5
15,"December 12, 2016 8:30 PM",2016,14,Ravens,6.5,45.0,235.0,away,19.25
0,"December 15, 2016 8:25 PM",2016,15,Rams,15.5,39.5,900.0,away,12.0
2,"December 18, 2016 1:00 PM",2016,15,Colts,5.5,45.0,195.0,away,19.75
3,"December 18, 2016 1:00 PM",2016,15,Lions,4.0,41.5,180.0,away,18.75
4,"December 18, 2016 1:00 PM",2016,15,Eagles,5.0,41.0,195.0,away,18.0
5,"December 18, 2016 1:00 PM",2016,15,Browns,10.5,43.0,350.0,away,16.25
8,"December 18, 2016 1:00 PM",2016,15,Jaguars,3.5,39.5,155.0,away,18.0
9,"December 18, 2016 1:00 PM",2016,15,Titans,6.0,42.5,220.0,away,18.25
10,"December 18, 2016 4:05 PM",2016,15,Saints,3.0,48.0,135.0,away,22.5
11,"December 18, 2016 4:05 PM",2016,15,49ers,14.0,51.5,700.0,away,18.75
14,"December 18, 2016 8:30 PM",2016,15,Buccaneers,6.5,47.5,240.0,away,20.5
15,"December 19, 2016 8:30 PM",2016,15,Panthers,7.0,50.5,255.0,away,21.75
0,"December 22, 2016 8:25 PM",2016,16,Giants,1.0,42.5,-110.0,away,20.75
1,"December 24, 2016 1:00 PM",2016,16,Jets,17.0,45.0,1000.0,away,14.0
2,"December 24, 2016 1:00 PM",2016,16,Dolphins,4.5,44.0,190.0,away,19.75
6,"December 24, 2016 1:00 PM",2016,16,Vikings,6.5,44.5,230.0,away,19.0
8,"December 24, 2016 4:05 PM",2016,16,Colts,3.5,51.5,165.0,away,24.0
9,"December 24, 2016 4:25 PM",2016,16,49ers,5.0,39.5,200.0,away,17.25
10,"December 24, 2016 4:25 PM",2016,16,Buccaneers,3.0,53.0,155.0,away,25.0
11,"December 24, 2016 4:25 PM",2016,16,Cardinals,8.0,43.5,300.0,away,17.75
12,"December 24, 2016 8:25 PM",2016,16,Bengals,3.0,41.5,135.0,away,19.25
13,"December 25, 2016 4:30 PM",2016,16,Ravens,6.0,46.5,225.0,away,20.25
14,"December 25, 2016 8:30 PM",2016,16,Broncos,3.5,37.5,160.0,away,17.0
15,"December 26, 2016 8:30 PM",2016,16,Lions,6.5,46.5,225.0,away,20.0
1,"January 1, 2017 1:00 PM",2016,17,Jaguars,5.5,48.5,210.0,away,21.5
3,"January 1, 2017 1:00 PM",2016,17,Bears,6.5,43.5,210.0,away,18.5
5,"January 1, 2017 1:00 PM",2016,17,Cowboys,6.5,44.0,230.0,away,18.75
6,"January 1, 2017 1:00 PM",2016,17,Browns,3.0,41.5,135.0,away,19.25
7,"January 1, 2017 1:00 PM",2016,17,Panthers,3.0,44.5,135.0,away,20.75
8,"January 1, 2017 1:00 PM",2016,17,Texans,3.0,41.0,140.0,away,19.0
9,"January 1, 2017 4:25 PM",2016,17,Giants,7.5,47.5,314.0,away,20.0
10,"January 1, 2017 4:25 PM",2016,17,Saints,7.5,58.5,275.0,away,25.5
14,"January 1, 2017 4:25 PM",2016,17,Raiders,1.0,40.0,-105.0,away,19.5
0,"September 7, 2017 8:30 PM",2017,1,Chiefs,9.0,48.0,400.0,away,19.5
2,"September 10, 2017 1:00 PM",2017,1,Raiders,2.5,50.5,127.0,away,24.0
4,"September 10, 2017 1:00 PM",2017,1,Jets,7.5,42.5,325.0,away,17.5
6,"September 10, 2017 1:00 PM",2017,1,Ravens,2.5,41.5,125.0,away,19.5
9,"September 10, 2017 1:00 PM",2017,1,Jaguars,6.0,37.5,210.0,away,15.75
10,"September 10, 2017 4:05 PM",2017,1,Colts,3.0,41.5,167.0,away,19.25
11,"September 10, 2017 4:25 PM",2017,1,Seahawks,2.5,49.5,120.0,away,23.5
13,"September 10, 2017 8:30 PM",2017,1,Giants,5.5,46.0,215.0,away,20.25
14,"September 11, 2017 7:10 PM",2017,1,Saints,3.0,47.5,155.0,away,22.25
15,"September 11, 2017 10:20 PM",2017,1,Chargers,3.0,42.0,133.0,away,19.5
0,"September 14, 2017 8:25 PM",2017,2,Texans,5.5,38.5,200.0,away,16.5
1,"September 17, 2017 1:00 PM",2017,2,Browns,7.5,39.5,295.0,away,16.0
2,"September 17, 2017 1:00 PM",2017,2,Bills,6.5,43.5,248.0,away,18.5
5,"September 17, 2017 1:00 PM",2017,2,Eagles,4.0,46.5,175.0,away,21.25
7,"September 17, 2017 1:00 PM",2017,2,Vikings,8.5,43.0,320.0,away,17.25
8,"September 17, 2017 1:00 PM",2017,2,Bears,7.0,44.0,275.0,away,18.5
9,"September 17, 2017 4:05 PM",2017,2,Jets,14.0,43.5,700.0,away,14.75
10,"September 17, 2017 4:05 PM",2017,2,Dolphins,3.5,46.5,167.0,away,21.5
11,"September 17, 2017 4:25 PM",2017,2,Redskins,3.0,46.5,140.0,away,21.75
13,"September 17, 2017 4:25 PM",2017,2,49ers,13.5,41.5,725.0,away,14.0
14,"September 17, 2017 8:30 PM",2017,2,Packers,3.0,54.5,158.0,away,25.75
15,"September 18, 2017 8:30 PM",2017,2,Lions,3.0,42.5,150.0,away,19.75
4,"September 24, 2017 1:00 PM",2017,3,Saints,5.0,46.5,205.0,away,20.75
8,"September 24, 2017 1:00 PM",2017,3,Texans,13.5,44.5,700.0,away,15.5
10,"September 24, 2017 1:00 PM",2017,3,Giants,5.0,42.0,195.0,away,18.5
11,"September 24, 2017 4:05 PM",2017,3,Seahawks,2.5,41.5,118.0,away,19.5
12,"September 24, 2017 4:25 PM",2017,3,Bengals,7.0,47.5,300.0,away,20.25
0,"September 28, 2017 8:25 PM",2017,4,Bears,7.0,44.0,315.0,away,18.5
2,"October 1, 2017 1:00 PM",2017,4,Lions,2.5,43.5,135.0,away,20.5
3,"October 1, 2017 1:00 PM",2017,4,Panthers,9.0,48.0,410.0,away,19.5
6,"October 1, 2017 1:00 PM",2017,4,Bills,8.0,48.0,328.0,away,20.0
9,"October 1, 2017 1:00 PM",2017,4,Rams,5.5,50.5,215.0,away,22.5
10,"October 1, 2017 4:05 PM",2017,4,49ers,6.5,43.5,235.0,away,18.5
11,"October 1, 2017 4:05 PM",2017,4,Eagles,2.0,48.0,116.0,away,23.0
12,"October 1, 2017 4:05 PM",2017,4,Giants,2.5,45.5,120.0,away,21.5
13,"October 1, 2017 4:25 PM",2017,4,Raiders,3.5,43.5,170.0,away,20.0
14,"October 1, 2017 8:30 PM",2017,4,Colts,12.0,41.5,650.0,away,14.75
15,"October 2, 2017 8:30 PM",2017,4,Redskins,6.5,48.0,260.0,away,20.75
1,"October 8, 2017 1:00 PM",2017,5,Cardinals,6.0,44.5,230.0,away,19.25
2,"October 8, 2017 1:00 PM",2017,5,Jaguars,7.0,41.0,280.0,away,17.0
3,"October 8, 2017 1:00 PM",2017,5,Bills,3.0,39.5,140.0,away,18.25
5,"October 8, 2017 1:00 PM",2017,5,Panthers,2.0,41.5,113.0,away,19.75
8,"October 8, 2017 1:00 PM",2017,5,Chargers,3.0,45.5,150.0,away,21.25
9,"October 8, 2017 4:05 PM",2017,5,Ravens,3.0,40.5,140.0,away,18.75
10,"October 8, 2017 4:05 PM",2017,5,Seahawks,2.0,46.5,113.0,away,22.25
11,"October 8, 2017 4:25 PM",2017,5,Packers,2.5,52.0,123.0,away,24.75
0,"October 12, 2017 8:25 PM",2017,6,Eagles,3.0,44.0,135.0,away,20.5
1,"October 15, 2017 1:00 PM",2017,6,Dolphins,14.0,46.0,680.0,away,16.0
2,"October 15, 2017 1:00 PM",2017,6,Bears,5.0,39.5,190.0,away,17.25
4,"October 15, 2017 1:00 PM",2017,6,Lions,5.5,50.5,210.0,away,22.5
6,"October 15, 2017 1:00 PM",2017,6,Browns,7.0,46.0,310.0,away,19.5
7,"October 15, 2017 1:00 PM",2017,6,49ers,11.5,46.5,475.0,away,17.5
10,"October 15, 2017 4:25 PM",2017,6,Steelers,3.5,46.0,168.0,away,21.25
11,"October 15, 2017 4:25 PM",2017,6,Chargers,3.0,48.0,145.0,away,22.5
12,"October 15, 2017 8:30 PM",2017,6,Giants,13.5,37.5,590.0,away,12.0
13,"October 16, 2017 8:30 PM",2017,6,Colts,6.5,46.0,248.0,away,19.75
1,"October 22, 2017 1:00 PM",2017,7,Buccaneers,3.0,46.5,155.0,away,21.75
6,"October 22, 2017 1:00 PM",2017,7,Cardinals,3.0,45.5,150.0,away,21.25
7,"October 22, 2017 1:00 PM",2017,7,Jets,3.0,40.0,145.0,away,18.5
8,"October 22, 2017 1:00 PM",2017,7,Ravens,5.5,37.5,210.0,away,16.0
11,"October 22, 2017 4:25 PM",2017,7,Bengals,4.5,40.0,190.0,away,17.75
13,"October 22, 2017 8:30 PM",2017,7,Falcons,2.5,56.5,130.0,away,27.0
14,"October 23, 2017 8:30 PM",2017,7,Redskins,5.5,48.5,205.0,away,21.5
0,"October 26, 2017 8:25 PM",2017,8,Dolphins,3.0,38.0,140.0,away,17.5
2,"October 29, 2017 1:00 PM",2017,8,Raiders,2.0,47.5,112.0,away,22.75
3,"October 29, 2017 1:00 PM",2017,8,Colts,10.5,44.0,420.0,away,16.75
4,"October 29, 2017 1:00 PM",2017,8,Chargers,6.5,49.0,245.0,away,21.25
5,"October 29, 2017 1:00 PM",2017,8,Bears,7.5,46.0,320.0,away,19.25
7,"October 29, 2017 1:00 PM",2017,8,49ers,12.5,45.0,600.0,away,16.25
9,"October 29, 2017 4:05 PM",2017,8,Texans,6.0,45.0,240.0,away,19.5
12,"October 30, 2017 8:30 PM",2017,8,Broncos,7.0,42.0,285.0,away,17.5
1,"November 5, 2017 1:00 PM",2017,9,Broncos,7.0,41.0,265.0,away,17.0
3,"November 5, 2017 1:00 PM",2017,9,Colts,6.0,45.0,225.0,away,19.5
4,"November 5, 2017 1:00 PM",2017,9,Bengals,6.0,38.0,215.0,away,16.0
5,"November 5, 2017 1:00 PM",2017,9,Buccaneers,6.5,54.5,270.0,away,24.0
7,"November 5, 2017 1:00 PM",2017,9,Ravens,3.0,41.0,150.0,away,19.0
8,"November 5, 2017 4:05 PM",2017,9,Redskins,8.0,44.0,335.0,away,18.0
10,"November 5, 2017 4:25 PM",2017,9,Chiefs,2.5,53.0,120.0,away,25.25
2,"November 12, 2017 1:00 PM",2017,10,Browns,10.0,42.5,423.0,away,16.25
4,"November 12, 2017 1:00 PM",2017,10,Chargers,5.0,41.0,195.0,away,18.0
5,"November 12, 2017 1:00 PM",2017,10,Packers,4.5,37.5,185.0,away,16.5
7,"November 12, 2017 1:00 PM",2017,10,Bengals,4.5,40.5,190.0,away,18.0
9,"November 12, 2017 4:05 PM",2017,10,Texans,12.5,44.5,525.0,away,16.0
11,"November 12, 2017 4:25 PM",2017,10,Cowboys,3.5,48.5,170.0,away,22.5
13,"November 13, 2017 8:30 PM",2017,10,Dolphins,8.0,38.5,330.0,away,15.25
0,"November 16, 2017 8:25 PM",2017,11,Titans,7.0,44.5,275.0,away,18.75
4,"November 19, 2017 1:00 PM",2017,11,Cardinals,2.5,38.5,119.0,away,18.0
7,"November 19, 2017 1:00 PM",2017,11,Redskins,9.5,53.0,335.0,away,21.75
9,"November 19, 2017 4:05 PM",2017,11,Bills,7.0,41.5,270.0,away,17.25
11,"November 19, 2017 4:25 PM",2017,11,Bengals,2.5,37.5,130.0,away,17.5
2,"November 23, 2017 8:30 PM",2017,12,Giants,7.0,44.0,265.0,away,18.5
3,"November 26, 2017 1:00 PM",2017,12,Dolphins,16.5,49.0,1050.0,away,16.25
5,"November 26, 2017 1:00 PM",2017,12,Bears,13.5,43.0,700.0,away,14.75
7,"November 26, 2017 1:00 PM",2017,12,Bills,8.0,47.0,320.0,away,19.5
8,"November 26, 2017 1:00 PM",2017,12,Buccaneers,10.0,47.5,420.0,away,18.75
9,"November 26, 2017 1:00 PM",2017,12,Browns,7.5,39.0,300.0,away,15.75
11,"November 26, 2017 4:25 PM",2017,12,Broncos,4.0,41.0,185.0,away,18.5
13,"November 26, 2017 4:25 PM",2017,12,Saints,2.5,54.0,132.0,away,25.75
14,"November 26, 2017 8:30 PM",2017,12,Packers,14.0,43.0,775.0,away,14.5
15,"November 27, 2017 8:30 PM",2017,12,Texans,7.5,39.5,315.0,away,16.0
1,"December 3, 2017 1:00 PM",2017,13,Buccaneers,3.0,45.5,155.0,away,21.25
2,"December 3, 2017 1:00 PM",2017,13,Colts,10.0,41.0,400.0,away,15.5
3,"December 3, 2017 1:00 PM",2017,13,Vikings,2.0,48.5,113.0,away,23.25
4,"December 3, 2017 1:00 PM",2017,13,Lions,2.5,43.0,123.0,away,20.25
6,"December 3, 2017 1:00 PM",2017,13,49ers,2.5,42.0,130.0,away,19.75
9,"December 3, 2017 1:00 PM",2017,13,Texans,7.0,42.0,255.0,away,17.5
10,"December 3, 2017 4:05 PM",2017,13,Browns,13.0,44.5,660.0,away,15.75
12,"December 3, 2017 4:25 PM",2017,13,Giants,10.0,43.0,390.0,away,16.5
13,"December 3, 2017 4:25 PM",2017,13,Panthers,6.0,47.5,225.0,away,20.75
0,"December 7, 2017 8:25 PM",2017,14,Saints,2.0,51.5,120.0,away,24.75
1,"December 10, 2017 1:00 PM",2017,14,Colts,3.5,36.5,165.0,away,16.5
3,"December 10, 2017 1:00 PM",2017,14,Bears,6.0,40.0,230.0,away,17.0
5,"December 10, 2017 1:00 PM",2017,14,Raiders,4.0,48.5,185.0,away,22.25
10,"December 10, 2017 4:05 PM",2017,14,Redskins,6.0,46.5,240.0,away,20.25
13,"December 10, 2017 4:25 PM",2017,14,Seahawks,2.5,40.5,130.0,away,19.0
14,"December 10, 2017 8:30 PM",2017,14,Ravens,6.0,43.0,230.0,away,18.5
1,"December 16, 2017 4:30 PM",2017,15,Bears,5.0,43.5,210.0,away,19.25
3,"December 17, 2017 1:00 PM",2017,15,Bengals,13.0,43.0,600.0,away,15.0
4,"December 17, 2017 1:00 PM",2017,15,Jets,16.0,47.0,955.0,away,15.5
6,"December 17, 2017 1:00 PM",2017,15,Texans,10.5,39.5,435.0,away,14.5
7,"December 17, 2017 1:00 PM",2017,15,Dolphins,3.5,39.5,170.0,away,18.0
8,"December 17, 2017 1:00 PM",2017,15,Packers,3.0,46.5,135.0,away,21.75
10,"December 17, 2017 1:00 PM",2017,15,Cardinals,4.0,40.0,185.0,away,18.0
12,"December 17, 2017 4:25 PM",2017,15,Titans,2.5,44.5,125.0,away,21.0
0,"December 23, 2017 4:30 PM",2017,16,Colts,13.5,41.0,725.0,away,13.75
3,"December 24, 2017 1:00 PM",2017,16,Broncos,3.0,38.5,155.0,away,17.75
4,"December 24, 2017 1:00 PM",2017,16,Buccaneers,10.0,47.0,380.0,away,18.5
5,"December 24, 2017 1:00 PM",2017,16,Browns,6.0,36.5,215.0,away,15.25
7,"December 24, 2017 1:00 PM",2017,16,Dolphins,11.0,43.5,450.0,away,16.25
8,"December 24, 2017 1:00 PM",2017,16,Bills,11.0,47.5,468.0,away,18.25
9,"December 24, 2017 1:00 PM",2017,16,Falcons,5.5,52.0,205.0,away,23.25
12,"December 24, 2017 4:25 PM",2017,16,Giants,3.0,39.0,158.0,away,18.0
13,"December 24, 2017 4:25 PM",2017,16,Seahawks,4.0,47.5,185.0,away,21.75
15,"December 25, 2017 8:30 PM",2017,16,Raiders,10.0,46.0,405.0,away,18.0
0,"December 31, 2017 1:00 PM",2017,17,Bears,12.5,38.0,670.0,away,12.75
1,"December 31, 2017 1:00 PM",2017,17,Jets,16.0,43.5,1100.0,away,13.75
4,"December 31, 2017 1:00 PM",2017,17,Browns,5.0,37.5,195.0,away,16.25
5,"December 31, 2017 1:00 PM",2017,17,Packers,7.5,45.0,280.0,away,18.75
6,"December 31, 2017 1:00 PM",2017,17,Texans,5.5,42.0,215.0,away,18.25
7,"December 31, 2017 4:25 PM",2017,17,Raiders,6.5,43.0,265.0,away,18.25
10,"December 31, 2017 4:25 PM",2017,17,Panthers,5.0,44.5,205.0,away,19.75
11,"December 31, 2017 4:25 PM",2017,17,Bengals,8.5,40.0,335.0,away,15.75
12,"December 31, 2017 4:25 PM",2017,17,Chiefs,3.0,37.5,155.0,away,17.25
13,"December 31, 2017 4:25 PM",2017,17,Cardinals,8.5,38.5,328.0,away,15.0
15,"December 31, 2017 4:25 PM",2017,17,Jaguars,2.5,40.5,130.0,away,19.0
2,"September 9, 2018 1:00 PM",2018,1,49ers,6.0,46.5,240.0,away,20.25
3,"September 9, 2018 1:00 PM",2018,1,Texans,6.0,49.0,225.0,away,21.5
4,"September 9, 2018 1:00 PM",2018,1,Buccaneers,10.0,50.0,400.0,away,20.0
6,"September 9, 2018 1:00 PM",2018,1,Bills,7.5,38.5,310.0,away,15.5
9,"September 9, 2018 4:05 PM",2018,1,Chiefs,3.5,48.0,170.0,away,22.25
11,"September 9, 2018 4:25 PM",2018,1,Seahawks,3.0,42.5,160.0,away,19.75
12,"September 9, 2018 4:25 PM",2018,1,Cowboys,2.5,42.0,135.0,away,19.75
13,"September 9, 2018 8:20 PM",2018,1,Bears,6.5,45.0,255.0,away,19.25
14,"September 10, 2018 7:10 PM",2018,1,Jets,7.0,44.0,285.0,away,18.5
1,"September 16, 2018 1:00 PM",2018,2,Panthers,5.5,43.5,209.0,away,19.0
4,"September 16, 2018 1:00 PM",2018,2,Browns,9.5,51.0,376.0,away,20.75
5,"September 16, 2018 1:00 PM",2018,2,Dolphins,3.0,43.0,145.0,away,20.0
6,"September 16, 2018 1:00 PM",2018,2,Chiefs,4.5,52.0,181.0,away,23.75
9,"September 16, 2018 1:00 PM",2018,2,Colts,6.0,48.0,213.0,away,21.0
10,"September 16, 2018 4:05 PM",2018,2,Lions,6.0,48.5,210.0,away,21.25
11,"September 16, 2018 4:05 PM",2018,2,Cardinals,13.5,43.5,560.0,away,15.0
12,"September 16, 2018 4:25 PM",2018,2,Raiders,5.5,44.0,209.0,away,19.25
14,"September 16, 2018 8:20 PM",2018,2,Giants,3.0,42.0,138.0,away,19.5
15,"September 17, 2018 8:15 PM",2018,2,Seahawks,5.0,42.5,209.0,away,18.75
0,"September 20, 2018 8:20 PM",2018,3,Jets,3.0,41.0,163.0,away,19.0
2,"September 23, 2018 1:00 PM",2018,3,Broncos,5.5,46.5,200.0,away,20.5
3,"September 23, 2018 1:00 PM",2018,3,Bengals,3.0,44.0,133.0,away,20.5
4,"September 23, 2018 1:00 PM",2018,3,Giants,6.5,44.5,235.0,away,19.0
5,"September 23, 2018 1:00 PM",2018,3,Titans,10.0,39.5,390.0,away,14.75
6,"September 23, 2018 1:00 PM",2018,3,49ers,5.5,53.5,225.0,away,24.0
7,"September 23, 2018 1:00 PM",2018,3,Raiders,2.5,46.0,128.0,away,21.75
8,"September 23, 2018 1:00 PM",2018,3,Bills,16.5,41.0,950.0,away,12.25
9,"September 23, 2018 1:00 PM",2018,3,Colts,6.0,45.0,248.0,away,19.5
11,"September 23, 2018 4:05 PM",2018,3,Chargers,7.0,49.0,270.0,away,21.0
0,"September 27, 2018 8:20 PM",2018,4,Vikings,7.0,49.0,260.0,away,21.0
1,"September 30, 2018 1:00 PM",2018,4,Dolphins,6.5,50.5,255.0,away,22.0
3,"September 30, 2018 1:00 PM",2018,4,Bengals,3.5,52.5,165.0,away,24.5
4,"September 30, 2018 1:00 PM",2018,4,Buccaneers,2.5,45.5,125.0,away,21.5
5,"September 30, 2018 1:00 PM",2018,4,Lions,2.5,44.0,120.0,away,20.75
6,"September 30, 2018 1:00 PM",2018,4,Bills,9.5,44.0,315.0,away,17.25
8,"September 30, 2018 1:00 PM",2018,4,Jets,7.0,40.5,295.0,away,16.75
10,"September 30, 2018 4:05 PM",2018,4,Browns,2.5,44.5,123.0,away,21.0
12,"September 30, 2018 4:25 PM",2018,4,49ers,9.5,46.5,370.0,away,18.5
13,"September 30, 2018 8:20 PM",2018,4,Ravens,3.0,51.0,145.0,away,24.0
0,"October 4, 2018 8:20 PM",2018,5,Colts,11.0,49.5,500.0,away,19.25
1,"October 7, 2018 1:00 PM",2018,5,Jaguars,3.0,48.0,145.0,away,22.5
3,"October 7, 2018 1:00 PM",2018,5,Giants,6.5,43.5,255.0,away,18.5
4,"October 7, 2018 1:00 PM",2018,5,Dolphins,6.5,48.0,240.0,away,20.75
8,"October 7, 2018 1:00 PM",2018,5,Falcons,3.5,57.0,165.0,away,26.75
9,"October 7, 2018 4:05 PM",2018,5,Raiders,4.5,51.5,200.0,away,23.5
11,"October 7, 2018 4:25 PM",2018,5,Cardinals,3.0,40.5,146.0,away,18.75
12,"October 7, 2018 4:25 PM",2018,5,Vikings,3.0,48.5,165.0,away,22.75
13,"October 7, 2018 8:20 PM",2018,5,Cowboys,3.0,45.5,155.0,away,21.25
14,"October 8, 2018 8:15 PM",2018,5,Redskins,6.0,51.5,235.0,away,22.75
1,"October 14, 2018 1:00 PM",2018,6,Colts,2.5,48.0,125.0,away,22.75
4,"October 14, 2018 1:00 PM",2018,6,Buccaneers,3.0,57.5,143.0,away,27.25
5,"October 14, 2018 1:00 PM",2018,6,Steelers,2.0,49.5,113.0,away,23.75
7,"October 14, 2018 1:00 PM",2018,6,Bills,10.0,40.5,405.0,away,15.25
9,"October 14, 2018 1:00 PM",2018,6,Cardinals,9.5,43.5,375.0,away,17.0
13,"October 14, 2018 8:20 PM",2018,6,Chiefs,3.5,59.0,170.0,away,27.75
14,"October 15, 2018 8:15 PM",2018,6,49ers,9.0,46.5,375.0,away,18.75
1,"October 21, 2018 9:30 AM",2018,7,Titans,6.5,46.0,248.0,away,19.75
4,"October 21, 2018 1:00 PM",2018,7,Panthers,4.5,45.0,200.0,away,20.25
6,"October 21, 2018 1:00 PM",2018,7,Bills,7.0,43.5,260.0,away,18.25
7,"October 21, 2018 1:00 PM",2018,7,Texans,4.0,43.0,170.0,away,19.5
8,"October 21, 2018 1:00 PM",2018,7,Browns,3.5,52.0,170.0,away,24.25
9,"October 21, 2018 4:05 PM",2018,7,Saints,2.5,49.5,124.0,away,23.5
12,"October 21, 2018 8:20 PM",2018,7,Bengals,6.0,56.5,240.0,away,25.25
13,"October 22, 2018 8:15 PM",2018,7,Giants,4.0,52.5,185.0,away,24.25
0,"October 25, 2018 8:20 PM",2018,8,Dolphins,7.5,45.0,315.0,away,18.75
2,"October 28, 2018 1:00 PM",2018,8,Broncos,8.5,53.5,335.0,away,22.5
